ï»¿Report_Data_Extracted,LTC_Home,LTC_City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-06-01,Chelsey Park,,247.0,0.0,0,<5
2020-06-01,Columbia Forest,,156.0,<5,0,<5
2020-06-01,Cooksville Care Centre,,192.0,17.0,18,20.0
2020-06-01,Country Terrace,,120.0,0.0,0,<5
2020-06-01,Craiglee Nursing Home,,169.0,<5,<5,6.0
2020-06-01,Creek Way Village,,144.0,<5,0,<5
2020-06-01,Deerwood Creek Care Community,,160.0,0.0,0,<5
2020-06-01,Downsview Long Term Care Centre,,252.0,30.0,58,57.0
2020-06-01,Eatonville Care Centre,,247.0,6.0,42,<5
2020-06-01,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,<5,15,8.0
2020-06-01,Elizabeth Centre,,128.0,<5,0,<5
2020-06-01,Erin Mills Lodge Nursing Home,,86.0,29.0,17,22.0
2020-06-01,Extendicare Bayview,,205.0,13.0,12,0.0
2020-06-01,Extendicare Guildwood,,169.0,38.0,37,24.0
2020-06-01,Extendicare Halton Hills,,130.0,0.0,0,<5
2020-06-01,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-06-01,Extendicare Scarborough,,154.0,40.0,14,22.0
2020-06-01,Extendicare Southwood Lakes,,150.0,0.0,0,<5
2020-06-01,Faith Manor Nursing Home,,120.0,0.0,<5,<5
2020-06-01,Fieldstone Commons Care Community,,224.0,<5,0,<5
2020-06-01,Forest Heights,,240.0,55.0,51,69.0
2020-06-01,Fudger House,,250.0,<5,0,0.0
2020-06-01,Garden Court Nursing Home,,45.0,0.0,0,<5
2020-06-01,Grace Manor,,120.0,<5,12,<5
2020-06-01,Hampton Terrace Care Centre,,101.0,0.0,0,0.0
2020-06-01,Hawthorne Place Care Centre,,269.0,0.0,43,33.0
2020-06-01,Hellenic Care for Seniors (Toronto),,81.0,0.0,0,<5
2020-06-01,Hellenic Home - Scarborough,,128.0,41.0,15,13.0
2020-06-01,Henley Place,,192.0,<5,0,0.0
2020-06-01,Heron Terrace Long Term Care Community,,140.0,20.0,25,0.0
2020-06-01,Humber Valley Terrace,,158.0,59.0,28,24.0
2020-06-01,Ina Grafton Gage Home,,128.0,27.0,30,7.0
2020-06-01,Isabel and Arthur Meighen Manor,,168.0,<5,48,29.0
2020-06-01,Kensington Village,,78.0,<5,6,<5
2020-06-01,Kipling Acres,,337.0,30.0,14,11.0
2020-06-01,Kristus Darzs Latvian Home,,100.0,0.0,11,11.0
2020-06-01,Lakeshore Lodge,,150.0,25.0,12,20.0
2020-06-01,Lambton Meadowview Villa,,125.0,0.0,0,<5
2020-06-01,Lanark Lodge,,163.0,0.0,0,<5
2020-06-01,Macassa  Lodge,,270.0,0.0,0,<5
2020-06-01,Mackenzie Health Long Term Care Facility,,168.0,0.0,0,<5
2020-06-01,Madonna Care Community,,160.0,7.0,43,23.0
2020-06-01,Main Street Terrace,,150.0,<5,0,0.0
2020-06-01,Maitland Manor,,91.0,<5,0,0.0
2020-06-01,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-06-01,Maple Grove Care Community,,160.0,<5,0,<5
2020-06-01,Marshall Gowland Manor,,126.0,<5,0,0.0
2020-06-01,Maxville Manor,,122.0,<5,0,0.0
2020-06-01,Maynard Nursing Home,,77.0,0.0,0,<5
2020-06-01,Midland Gardens Care Community,,299.0,62.0,23,25.0
2020-06-01,Mon Sheong Home for the Aged,,105.0,<5,33,<5
2020-06-01,Montfort,,128.0,<5,29,<5
2020-06-01,Norview Lodge,,179.0,0.0,0,<5
2020-06-01,Orchard Villa,,233.0,0.0,70,<5
2020-06-01,Owen Hill Care Community,,57.0,0.0,12,<5
2020-06-01,Parkwood Mennonite Home,,96.0,0.0,0,<5
2020-06-01,Peel Manor,,177.0,<5,<5,6.0
2020-06-01,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,18.0
2020-06-01,Peter D. Clark Centre,,216.0,<5,6,7.0
2020-06-01,Post Inn Village,,228.0,0.0,0,<5
2020-06-01,ReachView Village,,100.0,26.0,13,10.0
2020-06-01,Regency Park Long Term Care Home,,72.0,0.0,0,<5
2020-06-01,Residence Saint-Louis,,198.0,13.0,9,8.0
2020-06-01,River Glen Haven Nursing Home,,119.0,23.0,29,30.0
2020-06-01,Rockcliffe Care Community,,204.0,0.0,0,<5
2020-06-01,Royal Rose Place,,96.0,<5,18,<5
2020-06-01,Secord Trails Care Community,,80.0,0.0,0,7.0
2020-06-01,Sherbourne Place,,126.0,19.0,19,10.0
2020-06-01,Silverthorn Care Community,,160.0,0.0,0,<5
2020-06-01,St. George Care Community,,238.0,0.0,0,<5
2020-06-01,St. Patrick's Home,,288.0,0.0,<5,<5
2020-06-01,Stoneridge Manor,,60.0,<5,6,0.0
2020-06-01,Sun Parlor Home for Senior Citizens,,206.0,<5,<5,<5
2020-06-01,Sunnyside Home,,263.0,0.0,0,<5
2020-06-01,The Kensington Gardens,,350.0,13.0,8,<5
2020-06-01,The Village of Erin Meadows,,180.0,13.0,19,17.0
2020-06-01,The Village of Humber Heights,,192.0,42.0,10,18.0
2020-06-01,Trinity Village Care Centre,,150.0,<5,18,<5
2020-06-01,Ukrainian Canadian Care Centre,,152.0,20.0,<5,<5
2020-06-01,Vermont Square,,130.0,<5,0,<5
2020-06-01,Villa Colombo Homes for the Aged,,391.0,77.0,7,17.0
2020-06-01,Villa Colombo Seniors Centre (Vaughan),,160.0,19.0,20,14.0
2020-06-01,Villa Leonardo Gambin,,168.0,<5,12,19.0
2020-06-01,Vision Nursing Home,,146.0,9.0,8,14.0
2020-06-01,Wellesley Central Place,,150.0,27.0,18,8.0
2020-06-01,Weston Terrace Care Community,,224.0,25.0,24,39.0
2020-06-01,Westside,,242.0,<5,<5,<5
2020-06-01,Woodbridge Vista Care Community,,224.0,65.0,17,20.0
2020-06-02,"Albright Gardens Homes, Incorporated",,231.0,<5,0,0.0
2020-06-02,Almonte Country Haven,,82.0,0.0,30,<5
2020-06-02,Altamont Care Community,,159.0,5.0,52,23.0
2020-06-02,Anson Place Care Centre,,61.0,28.0,23,29.0
2020-06-02,Bennett Health Care Centre,,66.0,<5,0,0.0
2020-06-02,Camilla Care Community,,236.0,13.0,67,11.0
2020-06-02,Carlingview Manor,,303.0,10.0,61,17.0
2020-06-02,Castleview Wychwood Towers,,456.0,<5,0,<5
2020-06-02,Cedarvale Terrace,,218.0,0.0,0,<5
2020-06-02,Cedarwood Village,,90.0,0.0,0,<5
2020-06-02,Chartwell Ballycliffe Long Term Care Residence,,100.0,<5,32,0.0
2020-06-02,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-06-02,Chartwell Royal Oak Long Term Care Residence,,160.0,<5,0,0.0
2020-06-02,Chartwell Wenleigh Long Term Care Residence,,161.0,0.0,0,<5
2020-06-02,Chartwell Westbury Long Term Care Residence,,187.0,<5,22,26.0
2020-06-02,Chartwell Westmount Long Term Care Residence,,160.0,<5,0,0.0
2020-06-02,Chartwell White Eagle Long Term Care Residence,,56.0,26.0,11,9.0
2020-06-02,Chelsey Park,,247.0,0.0,0,<5
2020-06-02,Columbia Forest,,156.0,<5,0,<5
2020-06-02,Cooksville Care Centre,,192.0,15.0,18,17.0
2020-06-02,Country Terrace,,120.0,0.0,0,<5
2020-06-02,Craiglee Nursing Home,,169.0,<5,<5,6.0
2020-06-02,Deerwood Creek Care Community,,160.0,0.0,0,<5
2020-06-02,Downsview Long Term Care Centre,,252.0,30.0,58,57.0
2020-06-02,Eatonville Care Centre,,247.0,6.0,42,<5
2020-06-02,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,<5,15,7.0
2020-06-02,Erin Mills Lodge Nursing Home,,86.0,29.0,17,22.0
2020-06-02,Extendicare Bayview,,205.0,13.0,12,0.0
2020-06-02,Extendicare Guildwood,,169.0,21.0,38,31.0
2020-06-02,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-06-02,Extendicare Scarborough,,154.0,40.0,14,22.0
2020-06-02,Faith Manor Nursing Home,,120.0,0.0,<5,<5
2020-06-02,Fieldstone Commons Care Community,,224.0,<5,0,<5
2020-06-02,Forest Heights,,240.0,55.0,51,69.0
2020-06-02,Foyer St-Viateur Nursing Home,,57.0,0.0,0,<5
2020-06-02,Fudger House,,250.0,<5,0,0.0
2020-06-02,Garden Court Nursing Home,,45.0,0.0,0,<5
2020-06-02,Grace Manor,,120.0,<5,12,<5
2020-06-02,Hampton Terrace Care Centre,,101.0,0.0,0,0.0
2020-06-02,Hawthorne Place Care Centre,,269.0,0.0,43,33.0
2020-06-02,Hellenic Care for Seniors (Toronto),,81.0,0.0,0,<5
2020-06-02,Hellenic Home - Scarborough,,128.0,41.0,15,13.0
2020-06-02,Henley Place,,192.0,<5,0,0.0
2020-06-02,Heron Terrace Long Term Care Community,,140.0,20.0,25,0.0
2020-06-02,Humber Valley Terrace,,158.0,59.0,28,24.0
2020-06-02,Ina Grafton Gage Home,,128.0,27.0,30,7.0
2020-06-02,Isabel and Arthur Meighen Manor,,168.0,<5,48,29.0
2020-06-02,Kensington Village,,78.0,<5,6,<5
2020-06-02,Kipling Acres,,337.0,30.0,14,11.0
2020-06-02,Kristus Darzs Latvian Home,,100.0,0.0,11,11.0
2020-06-02,Lakeshore Lodge,,150.0,25.0,12,20.0
2020-06-02,Lanark Lodge,,163.0,0.0,0,<5
2020-06-02,Mackenzie Health Long Term Care Facility,,168.0,0.0,0,<5
2020-06-02,Madonna Care Community,,160.0,7.0,43,23.0
2020-06-02,Main Street Terrace,,150.0,<5,0,0.0
2020-06-02,Maitland Manor,,91.0,<5,0,0.0
2020-06-02,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-06-02,Maple Grove Care Community,,160.0,<5,0,<5
2020-06-02,Midland Gardens Care Community,,299.0,62.0,23,25.0
2020-06-02,Mon Sheong Home for the Aged,,105.0,<5,33,<5
2020-06-02,Montfort,,128.0,0.0,30,<5
2020-06-02,Norview Lodge,,179.0,0.0,0,<5
2020-06-02,Orchard Villa,,233.0,<5,70,<5
2020-06-02,Owen Hill Care Community,,57.0,0.0,12,<5
2020-06-02,Parkwood Mennonite Home,,96.0,0.0,0,<5
2020-06-02,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,18.0
2020-06-02,Peter D. Clark Centre,,216.0,<5,6,7.0
2020-06-02,ReachView Village,,100.0,21.0,14,6.0
2020-06-02,Regency Park Long Term Care Home,,72.0,0.0,0,<5
2020-06-02,Residence Saint-Louis,,198.0,10.0,9,6.0
2020-06-02,River Glen Haven Nursing Home,,119.0,19.0,32,7.0
2020-06-02,Rockcliffe Care Community,,204.0,0.0,0,<5
2020-06-02,Royal Rose Place,,96.0,<5,18,0.0
2020-06-02,Secord Trails Care Community,,80.0,0.0,0,7.0
2020-06-02,Sherbourne Place,,126.0,14.0,19,9.0
2020-06-02,Silverthorn Care Community,,160.0,0.0,0,<5
2020-06-02,St. George Care Community,,238.0,0.0,0,<5
2020-06-02,St. Patrick's Home,,288.0,0.0,<5,<5
2020-06-02,Stoneridge Manor,,60.0,<5,6,0.0
2020-06-02,Sun Parlor Home for Senior Citizens,,206.0,<5,<5,<5
2020-06-02,Sunnyside Home,,263.0,0.0,0,<5
2020-06-02,The Kensington Gardens,,350.0,13.0,8,<5
2020-06-02,The Village of Erin Meadows,,180.0,<5,20,11.0
2020-06-02,The Village of Humber Heights,,192.0,42.0,10,18.0
2020-06-02,Ukrainian Canadian Care Centre,,152.0,20.0,<5,<5
2020-06-02,Vermont Square,,130.0,<5,0,<5
2020-06-02,Villa Colombo Homes for the Aged,,391.0,77.0,7,17.0
2020-06-02,Villa Colombo Seniors Centre (Vaughan),,160.0,19.0,20,14.0
2020-06-02,Villa Leonardo Gambin,,168.0,<5,12,19.0
2020-06-02,Vision Nursing Home,,146.0,9.0,8,14.0
2020-06-02,Wellesley Central Place,,150.0,<5,18,7.0
2020-06-02,Weston Terrace Care Community,,224.0,25.0,24,39.0
2020-06-02,Westside,,242.0,<5,<5,<5
2020-06-02,Woodbridge Vista Care Community,,224.0,65.0,17,20.0
2020-06-03,"Albright Gardens Homes, Incorporated",,231.0,<5,0,0.0
2020-06-03,Almonte Country Haven,,0.0,0.0,30,<5
2020-06-03,Altamont Care Community,,0.0,5.0,52,23.0
2020-06-03,Anson Place Care Centre,,0.0,28.0,23,29.0
2020-06-03,Camilla Care Community,,0.0,13.0,67,11.0
2020-06-03,Carlingview Manor,,0.0,10.0,61,17.0
2020-06-03,Castleview Wychwood Towers,,0.0,<5,0,<5
2020-06-03,Cedarvale Terrace,,0.0,0.0,0,<5
2020-06-03,Cedarwood Village,,0.0,0.0,0,<5
2020-06-03,Chartwell Ballycliffe Long Term Care Residence,,0.0,<5,32,0.0
2020-06-03,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-06-03,Chartwell Royal Oak Long Term Care Residence,,160.0,<5,0,0.0
2020-06-03,Chartwell Wenleigh Long Term Care Residence,,161.0,0.0,0,<5
2020-06-03,Chartwell Westbury Long Term Care Residence,,187.0,<5,22,26.0
2020-06-03,Chartwell White Eagle Long Term Care Residence,,0.0,<5,12,<5
2020-06-03,Chelsey Park,,0.0,0.0,0,<5
2020-06-03,Cooksville Care Centre,,0.0,15.0,18,17.0
2020-06-03,Country Terrace,,0.0,0.0,0,<5
2020-06-03,Craiglee Nursing Home,,75.0,<5,<5,<5
2020-06-03,Deerwood Creek Care Community,,160.0,0.0,0,<5
2020-06-03,Dom Lipa,,36.0,0.0,0,<5
2020-06-03,Downsview Long Term Care Centre,,0.0,23.0,59,50.0
2020-06-03,Eatonville Care Centre,,0.0,6.0,42,<5
2020-06-03,Ã‰lisabeth-BruyÃ¨re Residence,,0.0,<5,15,7.0
2020-06-03,Erin Mills Lodge Nursing Home,,0.0,29.0,17,22.0
2020-06-03,Extendicare Bayview,,0.0,13.0,12,0.0
2020-06-03,Extendicare Guildwood,,0.0,26.0,39,31.0
2020-06-03,Extendicare Laurier Manor,,0.0,<5,25,<5
2020-06-03,Extendicare Scarborough,,0.0,40.0,14,22.0
2020-06-03,Fieldstone Commons Care Community,,224.0,<5,0,<5
2020-06-03,Forest Heights,,0.0,55.0,51,69.0
2020-06-03,Foyer St-Viateur Nursing Home,,0.0,0.0,0,<5
2020-06-03,Fudger House,,0.0,<5,0,0.0
2020-06-03,Garden City Manor,,0.0,<5,0,0.0
2020-06-03,Garden Court Nursing Home,,0.0,14.0,<5,6.0
2020-06-03,Grace Manor,,120.0,<5,12,<5
2020-06-03,Hawthorne Place Care Centre,,0.0,<5,47,<5
2020-06-03,Hellenic Care for Seniors (Toronto),,0.0,0.0,0,<5
2020-06-03,Hellenic Home - Scarborough,,128.0,40.0,15,13.0
2020-06-03,Henley Place,,192.0,<5,0,0.0
2020-06-03,Heron Terrace Long Term Care Community,,140.0,20.0,25,0.0
2020-06-03,Humber Valley Terrace,,0.0,59.0,28,24.0
2020-06-03,Ina Grafton Gage Home,,128.0,19.0,30,5.0
2020-06-03,Isabel and Arthur Meighen Manor,,168.0,0.0,48,29.0
2020-06-03,Kensington Village,,76.0,<5,7,<5
2020-06-03,Kipling Acres,,337.0,30.0,14,11.0
2020-06-03,Kristus Darzs Latvian Home,,0.0,0.0,11,11.0
2020-06-03,Lakeshore Lodge,,0.0,25.0,12,20.0
2020-06-03,Mackenzie Health Long Term Care Facility,,116.0,0.0,0,<5
2020-06-03,Madonna Care Community,,160.0,5.0,44,23.0
2020-06-03,Main Street Terrace,,0.0,<5,0,0.0
2020-06-03,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-06-03,Maple Grove Care Community,,160.0,<5,0,<5
2020-06-03,Midland Gardens Care Community,,0.0,73.0,27,27.0
2020-06-03,Mon Sheong Home for the Aged,,40.0,<5,33,<5
2020-06-03,Montfort,,128.0,0.0,30,<5
2020-06-03,Norview Lodge,,179.0,0.0,0,<5
2020-06-03,Orchard Villa,,64.0,<5,70,<5
2020-06-03,Owen Hill Care Community,,0.0,0.0,12,<5
2020-06-03,Parkwood Mennonite Home,,96.0,0.0,0,<5
2020-06-03,peopleCare A.R. Goudie Kitchener,,0.0,<5,9,18.0
2020-06-03,Peter D. Clark Centre,,211.0,<5,6,7.0
2020-06-03,ReachView Village,,0.0,21.0,14,6.0
2020-06-03,Regency Park Long Term Care Home,,0.0,0.0,0,<5
2020-06-03,Residence Saint-Louis,,0.0,10.0,9,6.0
2020-06-03,River Glen Haven Nursing Home,,0.0,19.0,32,7.0
2020-06-03,Rockcliffe Care Community,,0.0,0.0,0,<5
2020-06-03,Royal Rose Place,,96.0,<5,20,0.0
2020-06-03,Secord Trails Care Community,,0.0,0.0,0,7.0
2020-06-03,Sherbourne Place,,0.0,14.0,19,9.0
2020-06-03,St. George Care Community,,0.0,0.0,0,<5
2020-06-03,St. Patrick's Home,,288.0,0.0,<5,<5
2020-06-03,Stoneridge Manor,,0.0,<5,6,0.0
2020-06-03,Sun Parlor Home for Senior Citizens,,0.0,<5,<5,<5
2020-06-03,Sunnyside Home,,263.0,0.0,0,<5
2020-06-03,The Jewish Home for the Aged,,0.0,0.0,<5,<5
2020-06-03,The Kensington Gardens,,350.0,13.0,8,<5
2020-06-03,The Village of Erin Meadows,,180.0,<5,20,11.0
2020-06-03,The Village of Humber Heights,,192.0,42.0,10,18.0
2020-06-03,Ukrainian Canadian Care Centre,,32.0,20.0,<5,<5
2020-06-03,Vermont Square,,0.0,<5,0,<5
2020-06-03,Villa Colombo Homes for the Aged,,125.0,77.0,7,17.0
2020-06-03,Villa Colombo Seniors Centre (Vaughan),,160.0,19.0,20,14.0
2020-06-03,Villa Leonardo Gambin,,168.0,<5,12,19.0
2020-06-03,Vision Nursing Home,,146.0,9.0,9,7.0
2020-06-03,Wellesley Central Place,,150.0,<5,18,7.0
2020-06-03,Weston Terrace Care Community,,224.0,25.0,24,39.0
2020-06-03,Westside,,0.0,<5,<5,<5
2020-06-03,Woodbridge Vista Care Community,,224.0,65.0,17,20.0
2020-06-04,"Albright Gardens Homes, Incorporated",,231.0,<5,0,0.0
2020-06-04,Almonte Country Haven,,82.0,0.0,30,<5
2020-06-04,Altamont Care Community,,159.0,<5,53,18.0
2020-06-04,Anson Place Care Centre,,61.0,28.0,23,29.0
2020-06-04,Camilla Care Community,,236.0,13.0,67,11.0
2020-06-04,Carlingview Manor,,303.0,15.0,61,17.0
2020-06-04,Castleview Wychwood Towers,,456.0,<5,0,<5
2020-06-04,Cedarvale Terrace,,218.0,0.0,0,<5
2020-06-04,Cedarwood Village,,90.0,0.0,0,<5
2020-06-04,Chartwell Ballycliffe Long Term Care Residence,,100.0,<5,32,0.0
2020-06-04,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-06-04,Chartwell Royal Oak Long Term Care Residence,,160.0,<5,0,0.0
2020-06-04,Chartwell White Eagle Long Term Care Residence,,56.0,<5,12,<5
2020-06-04,Chelsey Park,,247.0,0.0,0,<5
2020-06-04,Cooksville Care Centre,,192.0,7.0,18,14.0
2020-06-04,Country Terrace,,120.0,0.0,0,<5
2020-06-04,Craiglee Nursing Home,,169.0,<5,<5,<5
2020-06-04,Deerwood Creek Care Community,,160.0,0.0,0,<5
2020-06-04,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-06-04,Dom Lipa,,66.0,0.0,0,<5
2020-06-04,Downsview Long Term Care Centre,,252.0,23.0,59,50.0
2020-06-04,Eatonville Care Centre,,247.0,6.0,42,<5
2020-06-04,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,<5
2020-06-04,Erin Mills Lodge Nursing Home,,86.0,29.0,17,22.0
2020-06-04,Extendicare Bayview,,205.0,13.0,12,0.0
2020-06-04,Extendicare Guildwood,,169.0,26.0,39,31.0
2020-06-04,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-06-04,Extendicare Scarborough,,154.0,40.0,14,22.0
2020-06-04,Fieldstone Commons Care Community,,224.0,<5,0,<5
2020-06-04,Forest Heights,,240.0,55.0,51,69.0
2020-06-04,Foyer St-Viateur Nursing Home,,57.0,0.0,0,<5
2020-06-04,Fudger House,,250.0,<5,0,0.0
2020-06-04,Garden City Manor,,200.0,<5,0,0.0
2020-06-04,Garden Court Nursing Home,,45.0,14.0,<5,6.0
2020-06-04,Grace Manor,,120.0,<5,12,<5
2020-06-04,Hawthorne Place Care Centre,,269.0,<5,47,<5
2020-06-04,Hellenic Care for Seniors (Toronto),,81.0,0.0,0,<5
2020-06-04,Hellenic Home - Scarborough,,128.0,40.0,15,8.0
2020-06-04,Heron Terrace Long Term Care Community,,140.0,20.0,25,0.0
2020-06-04,Humber Valley Terrace,,158.0,59.0,28,24.0
2020-06-04,Ina Grafton Gage Home,,128.0,19.0,30,5.0
2020-06-04,Isabel and Arthur Meighen Manor,,168.0,0.0,48,0.0
2020-06-04,Kensington Village,,78.0,<5,7,<5
2020-06-04,Kipling Acres,,337.0,30.0,14,11.0
2020-06-04,Kristus Darzs Latvian Home,,100.0,0.0,11,11.0
2020-06-04,Lakeshore Lodge,,150.0,25.0,12,18.0
2020-06-04,Mackenzie Health Long Term Care Facility,,168.0,0.0,0,<5
2020-06-04,Madonna Care Community,,160.0,<5,44,23.0
2020-06-04,Main Street Terrace,,150.0,<5,0,0.0
2020-06-04,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-06-04,Maple Grove Care Community,,160.0,<5,0,<5
2020-06-04,Midland Gardens Care Community,,299.0,73.0,27,30.0
2020-06-04,Mon Sheong Home for the Aged,,105.0,21.0,33,<5
2020-06-04,Montfort,,128.0,0.0,30,<5
2020-06-04,Norview Lodge,,179.0,0.0,0,<5
2020-06-04,Orchard Villa,,233.0,<5,70,<5
2020-06-04,Owen Hill Care Community,,57.0,0.0,12,<5
2020-06-04,Parkwood Mennonite Home,,96.0,0.0,0,<5
2020-06-04,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,18.0
2020-06-04,Peter D. Clark Centre,,216.0,<5,7,6.0
2020-06-04,ReachView Village,,100.0,21.0,14,6.0
2020-06-04,Residence Saint-Louis,,198.0,<5,9,<5
2020-06-04,River Glen Haven Nursing Home,,119.0,19.0,32,7.0
2020-06-04,Rockcliffe Care Community,,204.0,0.0,0,<5
2020-06-04,Secord Trails Care Community,,80.0,0.0,0,7.0
2020-06-04,Sherbourne Place,,126.0,14.0,19,9.0
2020-06-04,St. George Care Community,,238.0,0.0,0,<5
2020-06-04,St. Patrick's Home,,288.0,0.0,<5,<5
2020-06-04,Stoneridge Manor,,60.0,<5,6,0.0
2020-06-04,Sun Parlor Home for Senior Citizens,,206.0,<5,<5,<5
2020-06-04,The Jewish Home for the Aged,,472.0,0.0,<5,<5
2020-06-04,The Kensington Gardens,,350.0,13.0,8,6.0
2020-06-04,The Perley and Rideau Veterans' Health Centre,,450.0,<5,11,0.0
2020-06-04,The Village of Erin Meadows,,180.0,<5,20,11.0
2020-06-04,The Village of Humber Heights,,192.0,42.0,10,18.0
2020-06-04,Ukrainian Canadian Care Centre,,152.0,20.0,<5,<5
2020-06-04,Vermont Square,,130.0,<5,0,<5
2020-06-04,Villa Colombo Homes for the Aged,,391.0,77.0,7,17.0
2020-06-04,Villa Colombo Seniors Centre (Vaughan),,160.0,15.0,20,11.0
2020-06-04,Villa Leonardo Gambin,,168.0,<5,12,19.0
2020-06-04,Vision Nursing Home,,146.0,9.0,9,7.0
2020-06-04,Wellesley Central Place,,150.0,<5,18,6.0
2020-06-04,Weston Terrace Care Community,,224.0,25.0,24,39.0
2020-06-04,Westside,,242.0,<5,<5,<5
2020-06-04,Woodbridge Vista Care Community,,224.0,65.0,17,20.0
2020-06-05,"Albright Gardens Homes, Incorporated",,231.0,<5,0,0.0
2020-06-05,Almonte Country Haven,,82.0,0.0,30,<5
2020-06-05,Altamont Care Community,,159.0,<5,53,18.0
2020-06-05,Anson Place Care Centre,,61.0,28.0,23,29.0
2020-06-05,Camilla Care Community,,236.0,13.0,67,11.0
2020-06-05,Carlingview Manor,,303.0,15.0,61,17.0
2020-06-05,Castleview Wychwood Towers,,456.0,<5,0,<5
2020-06-05,Cedarvale Terrace,,218.0,0.0,0,<5
2020-06-05,Cedarwood Village,,90.0,0.0,0,<5
2020-06-05,Chartwell Ballycliffe Long Term Care Residence,,100.0,<5,32,0.0
2020-06-05,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-06-05,Chartwell Royal Oak Long Term Care Residence,,160.0,<5,0,0.0
2020-06-05,Chartwell White Eagle Long Term Care Residence,,56.0,<5,12,<5
2020-06-05,Cooksville Care Centre,,192.0,7.0,19,11.0
2020-06-05,Country Terrace,,120.0,0.0,0,<5
2020-06-05,Craiglee Nursing Home,,169.0,<5,<5,<5
2020-06-05,Deerwood Creek Care Community,,160.0,0.0,0,<5
2020-06-05,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-06-05,Dom Lipa,,66.0,0.0,0,<5
2020-06-05,Downsview Long Term Care Centre,,252.0,6.0,60,49.0
2020-06-05,Eatonville Care Centre,,247.0,6.0,42,<5
2020-06-05,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,<5
2020-06-05,Erin Mills Lodge Nursing Home,,86.0,29.0,17,22.0
2020-06-05,Extendicare Bayview,,205.0,<5,12,0.0
2020-06-05,Extendicare Guildwood,,169.0,15.0,45,32.0
2020-06-05,Extendicare Laurier Manor,,242.0,<5,25,6.0
2020-06-05,Extendicare Scarborough,,154.0,40.0,14,22.0
2020-06-05,Fieldstone Commons Care Community,,224.0,<5,0,<5
2020-06-05,Forest Heights,,240.0,57.0,51,18.0
2020-06-05,Foyer St-Viateur Nursing Home,,57.0,0.0,0,<5
2020-06-05,Fudger House,,250.0,<5,0,0.0
2020-06-05,Garden City Manor,,200.0,<5,0,0.0
2020-06-05,Garden Court Nursing Home,,45.0,14.0,<5,6.0
2020-06-05,Grace Manor,,120.0,<5,12,<5
2020-06-05,Hawthorne Place Care Centre,,269.0,<5,47,<5
2020-06-05,Hellenic Care for Seniors (Toronto),,81.0,0.0,0,<5
2020-06-05,Hellenic Home - Scarborough,,128.0,40.0,15,8.0
2020-06-05,Heron Terrace Long Term Care Community,,140.0,20.0,25,0.0
2020-06-05,Humber Valley Terrace,,158.0,59.0,28,24.0
2020-06-05,Ina Grafton Gage Home,,128.0,19.0,30,5.0
2020-06-05,Isabel and Arthur Meighen Manor,,168.0,0.0,48,0.0
2020-06-05,Kensington Village,,78.0,<5,7,<5
2020-06-05,Kipling Acres,,337.0,30.0,14,11.0
2020-06-05,Kristus Darzs Latvian Home,,100.0,0.0,11,8.0
2020-06-05,Lakeshore Lodge,,150.0,25.0,12,18.0
2020-06-05,Mackenzie Health Long Term Care Facility,,168.0,0.0,0,<5
2020-06-05,Madonna Care Community,,160.0,<5,45,23.0
2020-06-05,Main Street Terrace,,150.0,<5,0,0.0
2020-06-05,Maple Grove Care Community,,160.0,<5,0,<5
2020-06-05,Midland Gardens Care Community,,299.0,73.0,27,30.0
2020-06-05,Mon Sheong Home for the Aged,,105.0,21.0,33,<5
2020-06-05,Montfort,,128.0,0.0,30,<5
2020-06-05,Norview Lodge,,179.0,0.0,0,<5
2020-06-05,Orchard Villa,,233.0,<5,70,<5
2020-06-05,Owen Hill Care Community,,57.0,0.0,12,<5
2020-06-05,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,18.0
2020-06-05,Peter D. Clark Centre,,216.0,<5,7,6.0
2020-06-05,ReachView Village,,100.0,21.0,14,6.0
2020-06-05,Residence Saint-Louis,,198.0,<5,9,<5
2020-06-05,River Glen Haven Nursing Home,,119.0,19.0,32,7.0
