ï»¿Report_Data_Extracted,LTC_Home,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-06-04,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-04,Malton Village Long Term Care Centre,Mississauga,160.0,<5,0.0,<5
2020-06-04,Maple Grove Care Community,Brampton,160.0,<5,0.0,<5
2020-06-04,Midland Gardens Care Community,Scarborough,299.0,73.0,27.0,30.0
2020-06-04,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-04,Montfort,Ottawa,128.0,0.0,30.0,<5
2020-06-04,Norview Lodge,Simcoe,179.0,0.0,0.0,<5
2020-06-04,Orchard Villa,Pickering,233.0,<5,70.0,<5
2020-06-04,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-04,Parkwood Mennonite Home,Waterloo,96.0,0.0,0.0,<5
2020-06-04,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-04,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,6.0
2020-06-04,ReachView Village,Uxbridge,100.0,21.0,14.0,6.0
2020-06-04,Residence Saint-Louis,Ottawa,198.0,<5,9.0,<5
2020-06-04,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-04,Rockcliffe Care Community,Scarborough,204.0,0.0,0.0,<5
2020-06-04,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-04,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-04,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-04,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-04,Stoneridge Manor,Carleton Place,60.0,<5,6.0,0.0
2020-06-04,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-06-04,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-04,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-04,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,11.0,0.0
2020-06-04,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-04,The Village of Humber Heights,Etobicoke,192.0,42.0,10.0,18.0
2020-06-04,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-04,Vermont Square,Toronto,130.0,<5,0.0,<5
2020-06-04,Villa Colombo Homes for the Aged,Toronto,391.0,77.0,7.0,17.0
2020-06-04,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,15.0,20.0,11.0
2020-06-04,Villa Leonardo Gambin,Woodbridge,168.0,<5,12.0,19.0
2020-06-04,Vision Nursing Home,Sarnia,146.0,9.0,9.0,7.0
2020-06-04,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-04,Weston Terrace Care Community,Toronto,224.0,25.0,24.0,39.0
2020-06-04,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-04,Woodbridge Vista Care Community,Woodbridge,224.0,65.0,17.0,20.0
2020-06-05,"Albright Gardens Homes, Incorporated",Beamsville,231.0,<5,0.0,0.0
2020-06-05,Almonte Country Haven,Almonte,82.0,0.0,30.0,<5
2020-06-05,Altamont Care Community,Scarborough,159.0,<5,53.0,18.0
2020-06-05,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-06-05,Camilla Care Community,Mississauga,236.0,13.0,67.0,11.0
2020-06-05,Carlingview Manor,Ottawa,303.0,15.0,61.0,17.0
2020-06-05,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-05,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-06-05,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-05,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-05,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0.0,0.0,<5
2020-06-05,Chartwell Royal Oak Long Term Care Residence,Kingsville,160.0,<5,0.0,0.0
2020-06-05,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,<5,12.0,<5
2020-06-05,Cooksville Care Centre,Mississauga,192.0,7.0,19.0,11.0
2020-06-05,Country Terrace,Komoka,120.0,0.0,0.0,<5
2020-06-05,Craiglee Nursing Home,Scarborough,169.0,<5,<5,<5
2020-06-05,Deerwood Creek Care Community,Etobicoke,160.0,0.0,0.0,<5
2020-06-05,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-05,Dom Lipa,Etobicoke,66.0,0.0,0.0,<5
2020-06-05,Downsview Long Term Care Centre,North York,252.0,6.0,60.0,49.0
2020-06-05,Eatonville Care Centre,Etobicoke,247.0,6.0,42.0,<5
2020-06-05,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,0.0,15.0,<5
2020-06-05,Erin Mills Lodge Nursing Home,Mississauga,86.0,29.0,17.0,22.0
2020-06-05,Extendicare Bayview,North York,205.0,<5,12.0,0.0
2020-06-05,Extendicare Guildwood,Scarborough,169.0,15.0,45.0,32.0
2020-06-05,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,6.0
2020-06-05,Extendicare Scarborough,Scarborough,154.0,40.0,14.0,22.0
2020-06-05,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-05,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-05,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-05,Fudger House,Toronto,250.0,<5,0.0,0.0
2020-06-05,Garden City Manor,St. Catharines,200.0,<5,0.0,0.0
2020-06-05,Garden Court Nursing Home,Etobicoke,45.0,14.0,<5,6.0
2020-06-05,Grace Manor,Brampton,120.0,<5,12.0,<5
2020-06-05,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-05,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-05,Hellenic Home - Scarborough,Scarborough,128.0,40.0,15.0,8.0
2020-06-05,Heron Terrace Long Term Care Community,Windsor,140.0,20.0,25.0,0.0
2020-06-05,Humber Valley Terrace,Etobicoke (Rexdale),158.0,59.0,28.0,24.0
2020-06-05,Ina Grafton Gage Home,Scarborough,128.0,19.0,30.0,5.0
2020-06-05,Isabel and Arthur Meighen Manor,Toronto,168.0,0.0,48.0,0.0
2020-06-05,Kensington Village,London,78.0,<5,7.0,<5
2020-06-05,Kipling Acres,Etobicoke,337.0,30.0,14.0,11.0
2020-06-05,Kristus Darzs Latvian Home,Woodbridge,100.0,0.0,11.0,8.0
2020-06-05,Lakeshore Lodge,Etobicoke,150.0,25.0,12.0,18.0
2020-06-05,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0.0,0.0,<5
2020-06-05,Madonna Care Community,Orleans,160.0,<5,45.0,23.0
2020-06-05,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-05,Maple Grove Care Community,Brampton,160.0,<5,0.0,<5
2020-06-05,Midland Gardens Care Community,Scarborough,299.0,73.0,27.0,30.0
2020-06-05,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-05,Montfort,Ottawa,128.0,0.0,30.0,<5
2020-06-05,Norview Lodge,Simcoe,179.0,0.0,0.0,<5
2020-06-05,Orchard Villa,Pickering,233.0,<5,70.0,<5
2020-06-05,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-05,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-05,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,6.0
2020-06-05,ReachView Village,Uxbridge,100.0,21.0,14.0,6.0
2020-06-05,Residence Saint-Louis,Ottawa,198.0,<5,9.0,<5
2020-06-05,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-05,Rockcliffe Care Community,Scarborough,204.0,0.0,0.0,<5
2020-06-05,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-05,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-05,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-05,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-05,Stoneridge Manor,Carleton Place,60.0,<5,6.0,0.0
2020-06-05,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-06-05,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-05,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-05,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,11.0,0.0
2020-06-05,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-05,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-05,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-05,Vermont Square,Toronto,130.0,<5,0.0,<5
2020-06-05,Villa Colombo Homes for the Aged,Toronto,391.0,77.0,7.0,17.0
2020-06-05,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,15.0,20.0,11.0
2020-06-05,Villa Leonardo Gambin,Woodbridge,168.0,<5,12.0,19.0
2020-06-05,Vision Nursing Home,Sarnia,146.0,9.0,9.0,7.0
2020-06-05,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-05,West Park Long Term Care Centre,Toronto,200.0,5.0,26.0,5.0
2020-06-05,Weston Terrace Care Community,Toronto,224.0,25.0,24.0,39.0
2020-06-05,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-05,Woodbridge Vista Care Community,Woodbridge,224.0,76.0,21.0,33.0
2020-06-06,"Albright Gardens Homes, Incorporated",Beamsville,231.0,<5,0.0,0.0
2020-06-06,Almonte Country Haven,Almonte,82.0,0.0,30.0,<5
2020-06-06,Altamont Care Community,Scarborough,159.0,<5,53.0,18.0
2020-06-06,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-06-06,Camilla Care Community,Mississauga,236.0,13.0,67.0,11.0
2020-06-06,Carlingview Manor,Ottawa,303.0,15.0,61.0,17.0
2020-06-06,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-06,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-06-06,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-06,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-06,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0.0,0.0,<5
2020-06-06,Cooksville Care Centre,Mississauga,192.0,7.0,19.0,11.0
2020-06-06,Country Terrace,Komoka,120.0,0.0,0.0,<5
2020-06-06,Craiglee Nursing Home,Scarborough,169.0,<5,<5,<5
2020-06-06,Deerwood Creek Care Community,Etobicoke,160.0,0.0,0.0,<5
2020-06-06,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-06,Dom Lipa,Etobicoke,66.0,0.0,0.0,<5
2020-06-06,Downsview Long Term Care Centre,North York,252.0,6.0,60.0,49.0
2020-06-06,Eatonville Care Centre,Etobicoke,247.0,6.0,42.0,<5
2020-06-06,Erin Mills Lodge Nursing Home,Mississauga,86.0,29.0,17.0,22.0
2020-06-06,Extendicare Bayview,North York,205.0,<5,12.0,0.0
2020-06-06,Extendicare Guildwood,Scarborough,169.0,15.0,45.0,32.0
2020-06-06,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,6.0
2020-06-06,Extendicare Scarborough,Scarborough,154.0,40.0,14.0,22.0
2020-06-06,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-06,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-06,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-06,Garden City Manor,St. Catharines,200.0,<5,0.0,0.0
2020-06-06,Garden Court Nursing Home,Etobicoke,45.0,14.0,<5,6.0
2020-06-06,Grace Manor,Brampton,120.0,<5,12.0,<5
2020-06-06,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-06,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-06,Hellenic Home - Scarborough,Scarborough,128.0,40.0,15.0,8.0
2020-06-06,Heron Terrace Long Term Care Community,Windsor,140.0,20.0,25.0,0.0
2020-06-06,Humber Valley Terrace,Etobicoke (Rexdale),158.0,59.0,28.0,24.0
2020-06-06,Ina Grafton Gage Home,Scarborough,128.0,19.0,30.0,5.0
2020-06-06,Isabel and Arthur Meighen Manor,Toronto,168.0,0.0,48.0,0.0
2020-06-06,Kensington Village,London,78.0,<5,7.0,<5
2020-06-06,Kristus Darzs Latvian Home,Woodbridge,100.0,0.0,11.0,8.0
2020-06-06,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0.0,0.0,<5
2020-06-06,Madonna Care Community,Orleans,160.0,<5,45.0,23.0
2020-06-06,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-06,Maple Grove Care Community,Brampton,160.0,<5,0.0,<5
2020-06-06,Midland Gardens Care Community,Scarborough,299.0,73.0,27.0,30.0
2020-06-06,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-06,Montfort,Ottawa,128.0,<5,30.0,0.0
2020-06-06,Norview Lodge,Simcoe,179.0,0.0,0.0,<5
2020-06-06,Orchard Villa,Pickering,233.0,<5,70.0,<5
2020-06-06,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-06,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-06,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,6.0
2020-06-06,ReachView Village,Uxbridge,100.0,21.0,14.0,6.0
2020-06-06,Residence Saint-Louis,Ottawa,198.0,<5,9.0,<5
2020-06-06,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-06,Rockcliffe Care Community,Scarborough,204.0,0.0,0.0,<5
2020-06-06,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-06,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-06,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-06,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-06,Stoneridge Manor,Carleton Place,60.0,<5,6.0,0.0
2020-06-06,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-06-06,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-06,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-06,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,11.0,<5
2020-06-06,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-06,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-06,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-06,Vermont Square,Toronto,130.0,0.0,0.0,<5
2020-06-06,Villa Colombo Homes for the Aged,Toronto,391.0,77.0,7.0,17.0
2020-06-06,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,7.0,20.0,5.0
2020-06-06,Villa Leonardo Gambin,Woodbridge,168.0,<5,12.0,19.0
2020-06-06,Vision Nursing Home,Sarnia,146.0,9.0,9.0,7.0
2020-06-06,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-06,West Park Long Term Care Centre,Toronto,200.0,5.0,26.0,5.0
2020-06-06,Weston Terrace Care Community,Toronto,224.0,25.0,24.0,39.0
2020-06-06,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-06,Woodbridge Vista Care Community,Woodbridge,224.0,76.0,21.0,33.0
2020-06-07,"Albright Gardens Homes, Incorporated",Beamsville,231.0,<5,0.0,0.0
2020-06-07,Almonte Country Haven,Almonte,82.0,0.0,30.0,<5
2020-06-07,Altamont Care Community,Scarborough,159.0,<5,53.0,18.0
2020-06-07,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-06-07,Camilla Care Community,Mississauga,236.0,13.0,67.0,11.0
2020-06-07,Carlingview Manor,Ottawa,303.0,15.0,61.0,17.0
2020-06-07,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-07,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-06-07,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-07,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-07,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0.0,0.0,<5
2020-06-07,Cooksville Care Centre,Mississauga,192.0,7.0,19.0,11.0
2020-06-07,Country Terrace,Komoka,120.0,0.0,0.0,<5
2020-06-07,Craiglee Nursing Home,Scarborough,169.0,<5,<5,<5
2020-06-07,Deerwood Creek Care Community,Etobicoke,160.0,0.0,0.0,<5
2020-06-07,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-07,Dom Lipa,Etobicoke,66.0,0.0,0.0,<5
2020-06-07,Downsview Long Term Care Centre,North York,252.0,6.0,60.0,49.0
2020-06-07,Eatonville Care Centre,Etobicoke,247.0,6.0,42.0,<5
2020-06-07,Erin Mills Lodge Nursing Home,Mississauga,86.0,29.0,17.0,22.0
2020-06-07,Extendicare Bayview,North York,205.0,<5,12.0,0.0
2020-06-07,Extendicare Guildwood,Scarborough,169.0,15.0,45.0,32.0
2020-06-07,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,6.0
2020-06-07,Extendicare Scarborough,Scarborough,154.0,40.0,14.0,22.0
2020-06-07,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-07,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-07,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-07,Garden City Manor,St. Catharines,200.0,<5,0.0,0.0
2020-06-07,Garden Court Nursing Home,Etobicoke,45.0,14.0,<5,6.0
2020-06-07,Grace Manor,Brampton,120.0,<5,12.0,<5
2020-06-07,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-07,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-07,Hellenic Home - Scarborough,Scarborough,128.0,40.0,15.0,8.0
2020-06-07,Heron Terrace Long Term Care Community,Windsor,140.0,20.0,25.0,0.0
2020-06-07,Humber Valley Terrace,Etobicoke (Rexdale),158.0,59.0,28.0,24.0
2020-06-07,Ina Grafton Gage Home,Scarborough,128.0,18.0,31.0,5.0
2020-06-07,Isabel and Arthur Meighen Manor,Toronto,168.0,0.0,48.0,0.0
2020-06-07,Kensington Village,London,78.0,<5,7.0,<5
2020-06-07,Kristus Darzs Latvian Home,Woodbridge,100.0,0.0,11.0,8.0
2020-06-07,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0.0,0.0,<5
2020-06-07,Madonna Care Community,Orleans,160.0,<5,45.0,23.0
2020-06-07,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-07,Maple Grove Care Community,Brampton,160.0,<5,0.0,<5
2020-06-07,Midland Gardens Care Community,Scarborough,299.0,73.0,27.0,30.0
2020-06-07,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-07,Montfort,Ottawa,128.0,<5,30.0,0.0
2020-06-07,Norview Lodge,Simcoe,179.0,0.0,0.0,<5
2020-06-07,Orchard Villa,Pickering,233.0,<5,70.0,<5
2020-06-07,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-07,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-07,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,6.0
2020-06-07,ReachView Village,Uxbridge,100.0,21.0,14.0,6.0
2020-06-07,Residence Saint-Louis,Ottawa,198.0,<5,9.0,<5
2020-06-07,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-07,Rockcliffe Care Community,Scarborough,204.0,0.0,0.0,<5
2020-06-07,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-07,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-07,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-07,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-07,Stoneridge Manor,Carleton Place,60.0,<5,6.0,0.0
2020-06-07,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-06-07,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-07,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-07,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,11.0,<5
2020-06-07,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-07,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-07,Tullamore Care Community,Brampton,159.0,0.0,0.0,<5
2020-06-07,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-07,Vermont Square,Toronto,130.0,0.0,0.0,<5
2020-06-07,Villa Colombo Homes for the Aged,Toronto,391.0,77.0,7.0,17.0
2020-06-07,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,7.0,20.0,5.0
2020-06-07,Villa Leonardo Gambin,Woodbridge,168.0,<5,12.0,19.0
2020-06-07,Vision Nursing Home,Sarnia,146.0,9.0,9.0,7.0
2020-06-07,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-07,West Park Long Term Care Centre,Toronto,200.0,6.0,26.0,5.0
2020-06-07,Weston Terrace Care Community,Toronto,224.0,25.0,24.0,39.0
2020-06-07,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-07,Woodbridge Vista Care Community,Woodbridge,224.0,76.0,21.0,33.0
2020-06-08,"Albright Gardens Homes, Incorporated",Beamsville,231.0,<5,0.0,0.0
2020-06-08,Almonte Country Haven,Almonte,82.0,0.0,30.0,<5
2020-06-08,Altamont Care Community,Scarborough,159.0,<5,53.0,18.0
2020-06-08,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-06-08,Camilla Care Community,Mississauga,236.0,13.0,67.0,11.0
2020-06-08,Carlingview Manor,Ottawa,303.0,15.0,61.0,17.0
2020-06-08,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-08,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-06-08,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-08,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-08,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0.0,0.0,<5
2020-06-08,Cooksville Care Centre,Mississauga,192.0,6.0,20.0,7.0
2020-06-08,Country Terrace,Komoka,120.0,0.0,0.0,<5
2020-06-08,Craiglee Nursing Home,Scarborough,169.0,<5,<5,<5
2020-06-08,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-08,Dom Lipa,Etobicoke,66.0,0.0,0.0,<5
2020-06-08,Downsview Long Term Care Centre,North York,252.0,6.0,60.0,49.0
2020-06-08,Eatonville Care Centre,Etobicoke,247.0,6.0,42.0,<5
2020-06-08,Erin Mills Lodge Nursing Home,Mississauga,86.0,29.0,17.0,22.0
2020-06-08,Extendicare Bayview,North York,205.0,<5,12.0,0.0
2020-06-08,Extendicare Guildwood,Scarborough,169.0,27.0,47.0,26.0
2020-06-08,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,6.0
2020-06-08,Extendicare Scarborough,Scarborough,154.0,40.0,14.0,22.0
2020-06-08,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-08,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-08,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-08,Garden City Manor,St. Catharines,200.0,<5,0.0,<5
2020-06-08,Garden Court Nursing Home,Etobicoke,45.0,14.0,<5,6.0
2020-06-08,Grace Manor,Brampton,120.0,<5,12.0,<5
2020-06-08,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-08,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-08,Hellenic Home - Scarborough,Scarborough,128.0,40.0,15.0,8.0
2020-06-08,Humber Valley Terrace,Etobicoke (Rexdale),158.0,11.0,34.0,21.0
2020-06-08,Ina Grafton Gage Home,Scarborough,128.0,13.0,31.0,<5
2020-06-08,Isabel and Arthur Meighen Manor,Toronto,168.0,0.0,48.0,0.0
2020-06-08,Kensington Village,London,78.0,<5,7.0,<5
2020-06-08,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0.0,0.0,<5
2020-06-08,Madonna Care Community,Orleans,160.0,0.0,46.0,23.0
2020-06-08,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-08,Maple Grove Care Community,Brampton,160.0,<5,0.0,<5
2020-06-08,Midland Gardens Care Community,Scarborough,299.0,76.0,29.0,30.0
2020-06-08,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-08,Montfort,Ottawa,128.0,<5,30.0,0.0
2020-06-08,Norview Lodge,Simcoe,179.0,0.0,0.0,<5
2020-06-08,Orchard Villa,Pickering,233.0,<5,70.0,<5
2020-06-08,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-08,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-08,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,6.0
2020-06-08,ReachView Village,Uxbridge,100.0,21.0,14.0,6.0
2020-06-08,Residence Saint-Louis,Ottawa,198.0,<5,9.0,<5
2020-06-08,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-08,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-08,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-08,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-08,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-08,Stoneridge Manor,Carleton Place,60.0,<5,6.0,0.0
2020-06-08,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-06-08,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-08,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-08,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,11.0,<5
2020-06-08,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-08,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-08,Tullamore Care Community,Brampton,159.0,0.0,0.0,<5
2020-06-08,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-08,Vermont Square,Toronto,130.0,0.0,0.0,<5
2020-06-08,Villa Colombo Homes for the Aged,Toronto,391.0,77.0,7.0,17.0
2020-06-08,Villa Leonardo Gambin,Woodbridge,168.0,<5,12.0,19.0
2020-06-08,Vision Nursing Home,Sarnia,146.0,8.0,10.0,9.0
2020-06-08,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-08,West Park Long Term Care Centre,Toronto,200.0,6.0,26.0,5.0
2020-06-08,Weston Terrace Care Community,Toronto,224.0,25.0,24.0,39.0
2020-06-08,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-08,Woodbridge Vista Care Community,Woodbridge,224.0,76.0,21.0,33.0
