ï»¿Report_Data_Extracted,PHU_Num,PHU,LTC_Home,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-06-08,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-08,2265.0,WATERLOO,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-08,2258.0,EASTERN ONTARIO,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-08,2246.0,NIAGARA,Garden City Manor,St. Catharines,200.0,<5,0.0,<5
2020-06-08,3895.0,TORONTO,Garden Court Nursing Home,Etobicoke,45.0,14.0,<5,6.0
2020-06-08,2253.0,PEEL,Grace Manor,Brampton,120.0,<5,12.0,<5
2020-06-08,3895.0,TORONTO,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-08,3895.0,TORONTO,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-08,3895.0,TORONTO,Hellenic Home - Scarborough,Scarborough,128.0,40.0,15.0,8.0
2020-06-08,3895.0,TORONTO,Humber Valley Terrace,Etobicoke (Rexdale),158.0,11.0,34.0,21.0
2020-06-08,3895.0,TORONTO,Ina Grafton Gage Home,Scarborough,128.0,13.0,31.0,<5
2020-06-08,3895.0,TORONTO,Isabel and Arthur Meighen Manor,Toronto,168.0,0.0,48.0,0.0
2020-06-08,2244.0,MIDDLESEX-LONDON,Kensington Village,London,78.0,<5,7.0,<5
2020-06-08,2270.0,YORK REGION,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0.0,0.0,<5
2020-06-08,2251.0,OTTAWA,Madonna Care Community,Orleans,160.0,0.0,46.0,23.0
2020-06-08,3895.0,TORONTO,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-08,2253.0,PEEL,Maple Grove Care Community,Brampton,160.0,<5,0.0,<5
2020-06-08,3895.0,TORONTO,Midland Gardens Care Community,Scarborough,299.0,76.0,29.0,30.0
2020-06-08,3895.0,TORONTO,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-08,2251.0,OTTAWA,Montfort,Ottawa,128.0,<5,30.0,0.0
2020-06-08,2234.0,HALDIMAND-NORFOLK,Norview Lodge,Simcoe,179.0,0.0,0.0,<5
2020-06-08,2230.0,DURHAM,Orchard Villa,Pickering,233.0,<5,70.0,<5
2020-06-08,2260.0,SIMCOE-MUSKOKA,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-08,2265.0,WATERLOO,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-08,2251.0,OTTAWA,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,6.0
2020-06-08,2230.0,DURHAM,ReachView Village,Uxbridge,100.0,21.0,14.0,6.0
2020-06-08,2251.0,OTTAWA,Residence Saint-Louis,Ottawa,198.0,<5,9.0,<5
2020-06-08,2270.0,YORK REGION,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-08,4913.0,SOUTH WEST,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-08,3895.0,TORONTO,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-08,3895.0,TORONTO,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-08,2251.0,OTTAWA,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-08,2243.0,"LEEDS,GRENVILLE,LANARK",Stoneridge Manor,Carleton Place,60.0,<5,6.0,0.0
2020-06-08,2268.0,WINDSOR-ESSEX,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-06-08,3895.0,TORONTO,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-08,3895.0,TORONTO,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-08,2251.0,OTTAWA,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,11.0,<5
2020-06-08,2253.0,PEEL,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-08,3895.0,TORONTO,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-08,2253.0,PEEL,Tullamore Care Community,Brampton,159.0,0.0,0.0,<5
2020-06-08,3895.0,TORONTO,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-08,3895.0,TORONTO,Vermont Square,Toronto,130.0,0.0,0.0,<5
2020-06-08,3895.0,TORONTO,Villa Colombo Homes for the Aged,Toronto,391.0,77.0,7.0,17.0
2020-06-08,2270.0,YORK REGION,Villa Leonardo Gambin,Woodbridge,168.0,<5,12.0,19.0
2020-06-08,2242.0,LAMBTON,Vision Nursing Home,Sarnia,146.0,8.0,10.0,9.0
2020-06-08,3895.0,TORONTO,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-08,3895.0,TORONTO,West Park Long Term Care Centre,Toronto,200.0,6.0,26.0,5.0
2020-06-08,3895.0,TORONTO,Weston Terrace Care Community,Toronto,224.0,25.0,24.0,39.0
2020-06-08,3895.0,TORONTO,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-08,2270.0,YORK REGION,Woodbridge Vista Care Community,Woodbridge,224.0,76.0,21.0,33.0
2020-06-09,2246.0,NIAGARA,"Albright Gardens Homes, Incorporated",Beamsville,231.0,<5,0.0,0.0
2020-06-09,2243.0,"LEEDS,GRENVILLE,LANARK",Almonte Country Haven,Almonte,82.0,0.0,30.0,<5
2020-06-09,3895.0,TORONTO,Altamont Care Community,Scarborough,159.0,<5,53.0,18.0
2020-06-09,2227.0,BRANT,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-06-09,2251.0,OTTAWA,Carlingview Manor,Ottawa,303.0,15.0,61.0,17.0
2020-06-09,3895.0,TORONTO,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-09,3895.0,TORONTO,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-06-09,2234.0,HALDIMAND-NORFOLK,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-09,2230.0,DURHAM,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-09,2253.0,PEEL,Cooksville Care Centre,Mississauga,192.0,6.0,20.0,7.0
2020-06-09,2268.0,WINDSOR-ESSEX,Country Village Homes - Woodslee,Woodslee,104.0,0.0,18.0,<5
2020-06-09,3895.0,TORONTO,Craiglee Nursing Home,Scarborough,169.0,<5,<5,<5
2020-06-09,2260.0,SIMCOE-MUSKOKA,Creedan Valley Care Community,Creemore,95.0,0.0,0.0,<5
2020-06-09,2234.0,HALDIMAND-NORFOLK,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-09,3895.0,TORONTO,Dom Lipa,Etobicoke,66.0,0.0,0.0,<5
2020-06-09,3895.0,TORONTO,Downsview Long Term Care Centre,North York,252.0,0.0,61.0,48.0
2020-06-09,3895.0,TORONTO,Eatonville Care Centre,Etobicoke,247.0,6.0,42.0,<5
2020-06-09,2253.0,PEEL,Erin Mills Lodge Nursing Home,Mississauga,86.0,29.0,17.0,22.0
2020-06-09,3895.0,TORONTO,Extendicare Bayview,North York,205.0,<5,12.0,0.0
2020-06-09,3895.0,TORONTO,Extendicare Guildwood,Scarborough,169.0,27.0,47.0,26.0
2020-06-09,2251.0,OTTAWA,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,6.0
2020-06-09,3895.0,TORONTO,Extendicare Scarborough,Scarborough,154.0,40.0,14.0,22.0
2020-06-09,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-09,2265.0,WATERLOO,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-09,2258.0,EASTERN ONTARIO,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-09,2246.0,NIAGARA,Garden City Manor,St. Catharines,200.0,<5,0.0,<5
2020-06-09,3895.0,TORONTO,Garden Court Nursing Home,Etobicoke,45.0,17.0,6.0,10.0
2020-06-09,2253.0,PEEL,Grace Manor,Brampton,120.0,<5,12.0,<5
2020-06-09,3895.0,TORONTO,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-09,3895.0,TORONTO,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-09,3895.0,TORONTO,Hellenic Home - Scarborough,Scarborough,128.0,34.0,15.0,8.0
2020-06-09,3895.0,TORONTO,Humber Valley Terrace,Etobicoke (Rexdale),158.0,11.0,34.0,21.0
2020-06-09,3895.0,TORONTO,Ina Grafton Gage Home,Scarborough,128.0,12.0,31.0,<5
2020-06-09,2244.0,MIDDLESEX-LONDON,Kensington Village,London,78.0,<5,7.0,<5
2020-06-09,3895.0,TORONTO,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-09,2253.0,PEEL,Maple Grove Care Community,Brampton,160.0,<5,0.0,<5
2020-06-09,3895.0,TORONTO,Midland Gardens Care Community,Scarborough,299.0,75.0,30.0,27.0
2020-06-09,3895.0,TORONTO,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-09,2251.0,OTTAWA,Montfort,Ottawa,128.0,<5,30.0,0.0
2020-06-09,2230.0,DURHAM,Orchard Villa,Pickering,233.0,<5,70.0,<5
2020-06-09,2260.0,SIMCOE-MUSKOKA,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-09,2265.0,WATERLOO,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-09,2251.0,OTTAWA,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,6.0
2020-06-09,2230.0,DURHAM,ReachView Village,Uxbridge,100.0,20.0,15.0,7.0
2020-06-09,2251.0,OTTAWA,Residence Saint-Louis,Ottawa,198.0,<5,9.0,<5
2020-06-09,2270.0,YORK REGION,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-09,4913.0,SOUTH WEST,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-09,3895.0,TORONTO,Seven Oaks,Scarborough,249.0,<5,41.0,<5
2020-06-09,3895.0,TORONTO,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-09,3895.0,TORONTO,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-09,2251.0,OTTAWA,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-09,2243.0,"LEEDS,GRENVILLE,LANARK",Stoneridge Manor,Carleton Place,60.0,<5,6.0,0.0
2020-06-09,2268.0,WINDSOR-ESSEX,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-06-09,3895.0,TORONTO,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-09,3895.0,TORONTO,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-09,2251.0,OTTAWA,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,12.0,<5
2020-06-09,2253.0,PEEL,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-09,3895.0,TORONTO,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-09,2253.0,PEEL,Tullamore Care Community,Brampton,159.0,0.0,0.0,<5
2020-06-09,3895.0,TORONTO,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-09,3895.0,TORONTO,Villa Colombo Homes for the Aged,Toronto,391.0,78.0,17.0,44.0
2020-06-09,2270.0,YORK REGION,Villa Leonardo Gambin,Woodbridge,168.0,<5,12.0,19.0
2020-06-09,2242.0,LAMBTON,Vision Nursing Home,Sarnia,146.0,<5,10.0,5.0
2020-06-09,3895.0,TORONTO,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-09,3895.0,TORONTO,West Park Long Term Care Centre,Toronto,200.0,6.0,26.0,5.0
2020-06-09,3895.0,TORONTO,Weston Terrace Care Community,Toronto,224.0,<5,33.0,11.0
2020-06-09,3895.0,TORONTO,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-09,2270.0,YORK REGION,Woodbridge Vista Care Community,Woodbridge,224.0,76.0,21.0,33.0
2020-06-10,2246.0,NIAGARA,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0.0,0.0,0.0
2020-06-10,2243.0,"LEEDS,GRENVILLE,LANARK",Almonte Country Haven,Almonte,82.0,0.0,30.0,0.0
2020-06-10,3895.0,TORONTO,Altamont Care Community,Scarborough,159.0,<5,53.0,18.0
2020-06-10,2227.0,BRANT,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-06-10,2236.0,HALTON,CAMA Woodlands Nursing Home,Burlington,134.0,0.0,0.0,<5
2020-06-10,2251.0,OTTAWA,Carlingview Manor,Ottawa,303.0,15.0,61.0,17.0
2020-06-10,3895.0,TORONTO,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-10,3895.0,TORONTO,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-06-10,2234.0,HALDIMAND-NORFOLK,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-10,2230.0,DURHAM,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-10,2253.0,PEEL,Cooksville Care Centre,Mississauga,192.0,7.0,20.0,5.0
2020-06-10,2268.0,WINDSOR-ESSEX,Country Village Homes - Woodslee,Woodslee,104.0,0.0,18.0,<5
2020-06-10,2260.0,SIMCOE-MUSKOKA,Creedan Valley Care Community,Creemore,95.0,0.0,0.0,<5
2020-06-10,2234.0,HALDIMAND-NORFOLK,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-10,3895.0,TORONTO,Dom Lipa,Etobicoke,66.0,0.0,0.0,<5
2020-06-10,3895.0,TORONTO,Downsview Long Term Care Centre,North York,252.0,0.0,61.0,48.0
2020-06-10,3895.0,TORONTO,Eatonville Care Centre,Etobicoke,247.0,6.0,42.0,<5
2020-06-10,2253.0,PEEL,Erin Mills Lodge Nursing Home,Mississauga,86.0,29.0,17.0,22.0
2020-06-10,3895.0,TORONTO,Extendicare Bayview,North York,205.0,<5,12.0,0.0
2020-06-10,3895.0,TORONTO,Extendicare Guildwood,Scarborough,169.0,27.0,47.0,26.0
2020-06-10,2251.0,OTTAWA,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,0.0
2020-06-10,3895.0,TORONTO,Extendicare Scarborough,Scarborough,154.0,<5,14.0,<5
2020-06-10,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-10,2265.0,WATERLOO,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-10,2258.0,EASTERN ONTARIO,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-10,2246.0,NIAGARA,Garden City Manor,St. Catharines,200.0,<5,0.0,<5
2020-06-10,3895.0,TORONTO,Garden Court Nursing Home,Etobicoke,45.0,17.0,6.0,10.0
2020-06-10,3895.0,TORONTO,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-10,3895.0,TORONTO,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-10,3895.0,TORONTO,Hellenic Home - Scarborough,Scarborough,128.0,25.0,15.0,6.0
2020-06-10,3895.0,TORONTO,Humber Valley Terrace,Etobicoke (Rexdale),158.0,11.0,34.0,21.0
2020-06-10,3895.0,TORONTO,Ina Grafton Gage Home,Scarborough,128.0,12.0,31.0,<5
2020-06-10,2244.0,MIDDLESEX-LONDON,Kensington Village,London,78.0,0.0,7.0,<5
2020-06-10,3895.0,TORONTO,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-10,2253.0,PEEL,Maple Grove Care Community,Brampton,160.0,<5,<5,<5
2020-06-10,3895.0,TORONTO,Midland Gardens Care Community,Scarborough,299.0,75.0,30.0,27.0
2020-06-10,3895.0,TORONTO,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-10,2230.0,DURHAM,Orchard Villa,Pickering,233.0,<5,70.0,0.0
2020-06-10,2260.0,SIMCOE-MUSKOKA,Owen Hill Care Community,Barrie,57.0,0.0,12.0,<5
2020-06-10,2265.0,WATERLOO,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-10,2251.0,OTTAWA,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,<5
2020-06-10,2230.0,DURHAM,ReachView Village,Uxbridge,100.0,20.0,15.0,7.0
2020-06-10,2251.0,OTTAWA,Residence Saint-Louis,Ottawa,198.0,0.0,9.0,<5
2020-06-10,2270.0,YORK REGION,River Glen Haven Nursing Home,Sutton West,119.0,19.0,32.0,7.0
2020-06-10,4913.0,SOUTH WEST,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-10,3895.0,TORONTO,Seven Oaks,Scarborough,249.0,<5,41.0,<5
2020-06-10,3895.0,TORONTO,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-10,3895.0,TORONTO,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-06-10,2251.0,OTTAWA,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-10,2243.0,"LEEDS,GRENVILLE,LANARK",Stoneridge Manor,Carleton Place,60.0,0.0,8.0,0.0
2020-06-10,3895.0,TORONTO,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-10,3895.0,TORONTO,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-10,2251.0,OTTAWA,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,12.0,<5
2020-06-10,2253.0,PEEL,The Village of Erin Meadows,Mississauga,180.0,<5,20.0,11.0
2020-06-10,3895.0,TORONTO,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-10,2253.0,PEEL,Tullamore Care Community,Brampton,159.0,0.0,0.0,<5
2020-06-10,3895.0,TORONTO,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-10,3895.0,TORONTO,Villa Colombo Homes for the Aged,Toronto,391.0,78.0,17.0,44.0
2020-06-10,2270.0,YORK REGION,Villa Leonardo Gambin,Woodbridge,168.0,<5,13.0,16.0
2020-06-10,2242.0,LAMBTON,Vision Nursing Home,Sarnia,146.0,<5,10.0,5.0
2020-06-10,3895.0,TORONTO,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-10,3895.0,TORONTO,West Park Long Term Care Centre,Toronto,200.0,6.0,26.0,5.0
2020-06-10,3895.0,TORONTO,Weston Terrace Care Community,Toronto,224.0,<5,33.0,11.0
2020-06-10,3895.0,TORONTO,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-10,2270.0,YORK REGION,Woodbridge Vista Care Community,Woodbridge,224.0,44.0,23.0,37.0
2020-06-11,2246.0,NIAGARA,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0.0,0.0,0.0
2020-06-11,2243.0,"LEEDS,GRENVILLE,LANARK",Almonte Country Haven,Almonte,82.0,0.0,30.0,0.0
2020-06-11,3895.0,TORONTO,Altamont Care Community,Scarborough,159.0,<5,53.0,18.0
2020-06-11,2227.0,BRANT,Anson Place Care Centre,Hagersville,61.0,<5,23.0,0.0
2020-06-11,2236.0,HALTON,CAMA Woodlands Nursing Home,Burlington,134.0,0.0,0.0,<5
2020-06-11,2251.0,OTTAWA,Carlingview Manor,Ottawa,303.0,15.0,61.0,17.0
2020-06-11,3895.0,TORONTO,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-11,2234.0,HALDIMAND-NORFOLK,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-11,2230.0,DURHAM,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-11,2253.0,PEEL,Cooksville Care Centre,Mississauga,192.0,7.0,20.0,5.0
2020-06-11,2268.0,WINDSOR-ESSEX,Country Village Homes - Woodslee,Woodslee,104.0,0.0,18.0,<5
2020-06-11,2260.0,SIMCOE-MUSKOKA,Creedan Valley Care Community,Creemore,95.0,0.0,0.0,<5
2020-06-11,2234.0,HALDIMAND-NORFOLK,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-11,3895.0,TORONTO,Dom Lipa,Etobicoke,66.0,0.0,0.0,<5
2020-06-11,3895.0,TORONTO,Downsview Long Term Care Centre,North York,252.0,0.0,61.0,48.0
2020-06-11,3895.0,TORONTO,Eatonville Care Centre,Etobicoke,247.0,6.0,42.0,<5
2020-06-11,3895.0,TORONTO,Extendicare Bayview,North York,205.0,<5,12.0,0.0
2020-06-11,3895.0,TORONTO,Extendicare Guildwood,Scarborough,169.0,27.0,47.0,26.0
2020-06-11,2251.0,OTTAWA,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,0.0
2020-06-11,3895.0,TORONTO,Extendicare Scarborough,Scarborough,154.0,<5,14.0,<5
2020-06-11,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-11,2265.0,WATERLOO,Forest Heights,Kitchener,240.0,57.0,51.0,18.0
2020-06-11,2258.0,EASTERN ONTARIO,Foyer St-Viateur Nursing Home,Limoges,57.0,0.0,0.0,<5
2020-06-11,2246.0,NIAGARA,Garden City Manor,St. Catharines,200.0,<5,0.0,<5
2020-06-11,3895.0,TORONTO,Garden Court Nursing Home,Etobicoke,45.0,17.0,6.0,10.0
2020-06-11,3895.0,TORONTO,Hawthorne Place Care Centre,North York,269.0,<5,47.0,<5
2020-06-11,3895.0,TORONTO,Hellenic Care for Seniors (Toronto),Toronto,81.0,0.0,0.0,<5
2020-06-11,3895.0,TORONTO,Hellenic Home - Scarborough,Scarborough,128.0,25.0,15.0,6.0
2020-06-11,3895.0,TORONTO,Humber Valley Terrace,Etobicoke (Rexdale),158.0,11.0,34.0,21.0
2020-06-11,3895.0,TORONTO,Ina Grafton Gage Home,Scarborough,128.0,9.0,31.0,6.0
2020-06-11,2244.0,MIDDLESEX-LONDON,Kensington Village,London,78.0,0.0,7.0,<5
2020-06-11,3895.0,TORONTO,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-06-11,2253.0,PEEL,Maple Grove Care Community,Brampton,160.0,<5,<5,<5
2020-06-11,3895.0,TORONTO,Midland Gardens Care Community,Scarborough,299.0,75.0,30.0,27.0
2020-06-11,3895.0,TORONTO,Mon Sheong Home for the Aged,Toronto,105.0,21.0,33.0,<5
2020-06-11,3895.0,TORONTO,Nisbet Lodge,Toronto,103.0,0.0,0.0,<5
2020-06-11,2260.0,SIMCOE-MUSKOKA,Owen Hill Care Community,Barrie,57.0,0.0,12.0,0.0
2020-06-11,2265.0,WATERLOO,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-06-11,2251.0,OTTAWA,Peter D. Clark Centre,Ottawa,216.0,<5,7.0,<5
2020-06-11,2230.0,DURHAM,ReachView Village,Uxbridge,100.0,20.0,15.0,7.0
2020-06-11,2251.0,OTTAWA,Residence Saint-Louis,Ottawa,198.0,0.0,9.0,<5
2020-06-11,2270.0,YORK REGION,River Glen Haven Nursing Home,Sutton West,119.0,7.0,33.0,<5
2020-06-11,4913.0,SOUTH WEST,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,7.0
2020-06-11,3895.0,TORONTO,Seven Oaks,Scarborough,249.0,<5,41.0,<5
2020-06-11,3895.0,TORONTO,Sherbourne Place,Toronto,126.0,14.0,19.0,9.0
2020-06-11,3895.0,TORONTO,St. George Care Community,Toronto,238.0,0.0,0.0,6.0
2020-06-11,2251.0,OTTAWA,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-06-11,2243.0,"LEEDS,GRENVILLE,LANARK",Stoneridge Manor,Carleton Place,60.0,0.0,8.0,0.0
2020-06-11,3895.0,TORONTO,The Jewish Home for the Aged,North York,472.0,0.0,<5,<5
2020-06-11,3895.0,TORONTO,The Kensington Gardens,Toronto,350.0,13.0,8.0,6.0
2020-06-11,2251.0,OTTAWA,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,<5,12.0,<5
2020-06-11,2253.0,PEEL,The Village of Erin Meadows,Mississauga,180.0,5.0,20.0,9.0
2020-06-11,3895.0,TORONTO,The Village of Humber Heights,Etobicoke,192.0,24.0,22.0,17.0
2020-06-11,2253.0,PEEL,Tullamore Care Community,Brampton,159.0,0.0,0.0,<5
2020-06-11,3895.0,TORONTO,Ukrainian Canadian Care Centre,Etobicoke,152.0,20.0,<5,<5
2020-06-11,3895.0,TORONTO,Villa Colombo Homes for the Aged,Toronto,391.0,78.0,17.0,44.0
2020-06-11,2270.0,YORK REGION,Villa Leonardo Gambin,Woodbridge,168.0,<5,13.0,16.0
2020-06-11,2242.0,LAMBTON,Vision Nursing Home,Sarnia,146.0,<5,10.0,5.0
2020-06-11,3895.0,TORONTO,Wellesley Central Place,Toronto,150.0,<5,18.0,6.0
2020-06-11,3895.0,TORONTO,West Park Long Term Care Centre,Toronto,200.0,<5,29.0,6.0
2020-06-11,3895.0,TORONTO,Weston Terrace Care Community,Toronto,224.0,<5,33.0,11.0
2020-06-11,3895.0,TORONTO,Westside,Etobicoke,242.0,<5,<5,<5
2020-06-11,2270.0,YORK REGION,Woodbridge Vista Care Community,Woodbridge,224.0,44.0,23.0,37.0
2020-06-12,2246.0,NIAGARA,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0.0,0.0,0.0
2020-06-12,2243.0,"LEEDS,GRENVILLE,LANARK",Almonte Country Haven,Almonte,82.0,0.0,30.0,<5
2020-06-12,2227.0,BRANT,Anson Place Care Centre,Hagersville,61.0,<5,23.0,0.0
2020-06-12,2236.0,HALTON,CAMA Woodlands Nursing Home,Burlington,134.0,0.0,0.0,<5
2020-06-12,2251.0,OTTAWA,Carlingview Manor,Ottawa,303.0,6.0,61.0,0.0
2020-06-12,3895.0,TORONTO,Castleview Wychwood Towers,Toronto,456.0,<5,0.0,<5
2020-06-12,2234.0,HALDIMAND-NORFOLK,Cedarwood Village,Simcoe,90.0,0.0,0.0,<5
2020-06-12,2230.0,DURHAM,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,<5,32.0,0.0
2020-06-12,3895.0,TORONTO,Chartwell Trilogy Long Term Care Residence,Scarborough,197.0,0.0,0.0,<5
2020-06-12,2253.0,PEEL,Cooksville Care Centre,Mississauga,192.0,8.0,20.0,<5
2020-06-12,2268.0,WINDSOR-ESSEX,Country Village Homes - Woodslee,Woodslee,104.0,0.0,18.0,<5
2020-06-12,2260.0,SIMCOE-MUSKOKA,Creedan Valley Care Community,Creemore,95.0,0.0,0.0,<5
2020-06-12,2234.0,HALDIMAND-NORFOLK,Delhi Long Term Care Centre,Delhi,60.0,0.0,0.0,<5
2020-06-12,3895.0,TORONTO,Downsview Long Term Care Centre,North York,252.0,0.0,63.0,37.0
2020-06-12,3895.0,TORONTO,Eatonville Care Centre,Etobicoke,247.0,0.0,42.0,<5
2020-06-12,3895.0,TORONTO,Extendicare Guildwood,Scarborough,169.0,27.0,47.0,26.0
2020-06-12,2251.0,OTTAWA,Extendicare Laurier Manor,Gloucester,242.0,<5,25.0,0.0
2020-06-12,3895.0,TORONTO,Extendicare Scarborough,Scarborough,154.0,<5,14.0,<5
2020-06-12,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,<5,0.0,<5
2020-06-12,2265.0,WATERLOO,Forest Heights,Kitchener,240.0,58.0,51.0,18.0
