"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2020-08-09","4 Workplace","Workplace - Other",2
"2020-08-09","5 Recreational","Other recreation",1
"2020-08-10","1 Congregate Care","Retirement Home",1
"2020-08-10","4 Workplace","Workplace - Other",3
"2020-08-11","2 Congregate Living","Shelter",3
"2020-08-12","1 Congregate Care","Long-Term Care Home",1
"2020-08-12","4 Workplace","Workplace - Farm",2
"2020-08-12","4 Workplace","Workplace - Other",2
"2020-08-13","4 Workplace","Workplace - Other",3
"2020-08-13","5 Recreational","Recreational fitness",1
"2020-08-14","1 Congregate Care","Long-Term Care Home",1
"2020-08-14","4 Workplace","Workplace - Other",4
"2020-08-14","5 Recreational","Bar/restaurant/nightclub",1
"2020-08-15","1 Congregate Care","Long-Term Care Home",2
"2020-08-15","4 Workplace","Workplace - Farm",1
"2020-08-15","4 Workplace","Workplace - Food Processing",1
"2020-08-15","4 Workplace","Workplace - Other",1
"2020-08-16","1 Congregate Care","Long-Term Care Home",1
"2020-08-16","1 Congregate Care","Retirement Home",1
"2020-08-16","4 Workplace","Workplace - Other",1
"2020-08-17","1 Congregate Care","Retirement Home",3
"2020-08-17","2 Congregate Living","Group Home/Supportive Housing",1
"2020-08-17","4 Workplace","Workplace - Farm",1
"2020-08-17","4 Workplace","Workplace - Other",1
"2020-08-17","5 Recreational","Bar/restaurant/nightclub",1
"2020-08-17","5 Recreational","Recreational fitness",1
"2020-08-18","1 Congregate Care","Retirement Home",6
"2020-08-18","3 Education","Child care",3
"2020-08-18","4 Workplace","Medical/Health Service",1
"2020-08-18","4 Workplace","Workplace - Farm",6
"2020-08-18","4 Workplace","Workplace - Food Processing",1
"2020-08-18","4 Workplace","Workplace - Other",2
"2020-08-19","1 Congregate Care","Retirement Home",3
"2020-08-19","4 Workplace","Workplace - Other",5
"2020-08-19","5 Recreational","Other recreation",1
"2020-08-20","1 Congregate Care","Retirement Home",1
"2020-08-20","2 Congregate Living","Group Home/Supportive Housing",1
"2020-08-20","4 Workplace","Workplace - Food Processing",1
"2020-08-20","4 Workplace","Workplace - Other",1
"2020-08-20","5 Recreational","Bar/restaurant/nightclub",2
"2020-08-20","5 Recreational","Other recreation",1
"2020-08-21","1 Congregate Care","Long-Term Care Home",2
"2020-08-21","1 Congregate Care","Retirement Home",3
"2020-08-21","4 Workplace","Workplace - Other",1
"2020-08-21","5 Recreational","Other recreation",1
"2020-08-22","1 Congregate Care","Long-Term Care Home",3
"2020-08-22","1 Congregate Care","Retirement Home",8
"2020-08-22","2 Congregate Living","Shelter",1
"2020-08-22","4 Workplace","Retail",2
"2020-08-22","4 Workplace","Workplace - Farm",1
"2020-08-22","4 Workplace","Workplace - Other",1
"2020-08-22","5 Recreational","Other recreation",1
"2020-08-23","1 Congregate Care","Hospital",2
"2020-08-23","1 Congregate Care","Long-Term Care Home",1
"2020-08-23","1 Congregate Care","Retirement Home",3
"2020-08-23","3 Education","Child care",1
"2020-08-23","4 Workplace","Workplace - Farm",1
"2020-08-23","4 Workplace","Workplace - Food Processing",1
"2020-08-24","1 Congregate Care","Long-Term Care Home",1
"2020-08-24","4 Workplace","Workplace - Other",2
"2020-08-24","5 Recreational","Other recreation",2
"2020-08-25","1 Congregate Care","Long-Term Care Home",1
"2020-08-25","1 Congregate Care","Retirement Home",2
"2020-08-25","2 Congregate Living","Shelter",2
"2020-08-25","4 Workplace","Workplace - Farm",1
"2020-08-25","4 Workplace","Workplace - Other",1
"2020-08-25","5 Recreational","Other recreation",2
"2020-08-26","1 Congregate Care","Long-Term Care Home",3
"2020-08-26","1 Congregate Care","Retirement Home",1
"2020-08-26","2 Congregate Living","Shelter",2
"2020-08-26","4 Workplace","Retail",1
"2020-08-26","4 Workplace","Workplace - Other",3
"2020-08-26","5 Recreational","Other recreation",2
"2020-08-27","1 Congregate Care","Long-Term Care Home",5
"2020-08-27","1 Congregate Care","Retirement Home",3
"2020-08-27","2 Congregate Living","Shelter",1
"2020-08-27","4 Workplace","Workplace - Other",1
"2020-08-27","5 Recreational","Other recreation",1
"2020-08-27","5 Recreational","Recreational fitness",1
"2020-08-28","1 Congregate Care","Long-Term Care Home",1
"2020-08-28","1 Congregate Care","Retirement Home",2
"2020-08-28","3 Education","Child care",2
"2020-08-28","4 Workplace","Workplace - Other",3
"2020-08-29","1 Congregate Care","Long-Term Care Home",4
"2020-08-29","1 Congregate Care","Retirement Home",2
"2020-08-29","3 Education","Child care",3
"2020-08-30","1 Congregate Care","Long-Term Care Home",2
"2020-08-30","1 Congregate Care","Retirement Home",3
"2020-08-30","2 Congregate Living","Group Home/Supportive Housing",2
"2020-08-30","3 Education","Child care",1
"2020-08-31","1 Congregate Care","Long-Term Care Home",2
"2020-08-31","1 Congregate Care","Retirement Home",3
"2020-08-31","2 Congregate Living","Group Home/Supportive Housing",1
"2020-08-31","3 Education","Child care",2
"2020-08-31","4 Workplace","Workplace - Food Processing",1
"2020-08-31","4 Workplace","Workplace - Other",2
"2020-09-01","1 Congregate Care","Long-Term Care Home",2
"2020-09-01","1 Congregate Care","Retirement Home",1
"2020-09-01","4 Workplace","Workplace - Other",9
"2020-09-01","5 Recreational","Bar/restaurant/nightclub",1
"2020-09-01","5 Recreational","Personal service settings",1
"2020-09-02","1 Congregate Care","Long-Term Care Home",11
"2020-09-02","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-02","4 Workplace","Medical/Health Service",1
"2020-09-02","4 Workplace","Workplace - Other",20
"2020-09-02","5 Recreational","Bar/restaurant/nightclub",1
"2020-09-02","5 Recreational","Other recreation",1
"2020-09-03","1 Congregate Care","Long-Term Care Home",3
"2020-09-03","1 Congregate Care","Retirement Home",2
"2020-09-03","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-03","4 Workplace","Workplace - Food Processing",2
"2020-09-03","4 Workplace","Workplace - Other",17
"2020-09-03","5 Recreational","Bar/restaurant/nightclub",1
"2020-09-03","5 Recreational","Other recreation",4
"2020-09-04","1 Congregate Care","Long-Term Care Home",2
"2020-09-04","1 Congregate Care","Retirement Home",3
"2020-09-04","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-04","3 Education","Child care",1
"2020-09-04","4 Workplace","Workplace - Food Processing",1
"2020-09-04","4 Workplace","Workplace - Other",5
"2020-09-04","5 Recreational","Bar/restaurant/nightclub",1
"2020-09-04","5 Recreational","Other recreation",13
"2020-09-05","1 Congregate Care","Long-Term Care Home",5
"2020-09-05","1 Congregate Care","Retirement Home",7
"2020-09-05","2 Congregate Living","Shelter",1
"2020-09-05","3 Education","Child care",1
"2020-09-05","4 Workplace","Retail",2
"2020-09-05","4 Workplace","Workplace - Other",3
"2020-09-05","5 Recreational","Bar/restaurant/nightclub",1
"2020-09-05","5 Recreational","Other recreation",9
"2020-09-06","1 Congregate Care","Long-Term Care Home",12
"2020-09-06","1 Congregate Care","Retirement Home",1
"2020-09-06","2 Congregate Living","Group Home/Supportive Housing",2
"2020-09-06","3 Education","Child care",1
"2020-09-06","4 Workplace","Medical/Health Service",1
"2020-09-06","4 Workplace","Workplace - Food Processing",2
"2020-09-06","4 Workplace","Workplace - Other",5
"2020-09-06","5 Recreational","Bar/restaurant/nightclub",1
"2020-09-06","5 Recreational","Other recreation",10
"2020-09-07","1 Congregate Care","Long-Term Care Home",9
"2020-09-07","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-07","4 Workplace","Workplace - Food Processing",2
"2020-09-07","4 Workplace","Workplace - Other",2
"2020-09-07","5 Recreational","Bar/restaurant/nightclub",2
"2020-09-07","5 Recreational","Other recreation",6
"2020-09-08","1 Congregate Care","Long-Term Care Home",1
"2020-09-08","4 Workplace","Medical/Health Service",1
"2020-09-08","4 Workplace","Workplace - Food Processing",1
"2020-09-08","4 Workplace","Workplace - Other",2
"2020-09-08","5 Recreational","Bar/restaurant/nightclub",2
"2020-09-08","5 Recreational","Other recreation",3
"2020-09-09","1 Congregate Care","Retirement Home",1
"2020-09-09","2 Congregate Living","Shelter",1
"2020-09-09","3 Education","Child care",1
"2020-09-09","4 Workplace","Workplace - Food Processing",2
"2020-09-09","4 Workplace","Workplace - Other",1
"2020-09-09","5 Recreational","Bar/restaurant/nightclub",6
"2020-09-09","5 Recreational","Other recreation",2
"2020-09-10","1 Congregate Care","Long-Term Care Home",5
"2020-09-10","1 Congregate Care","Retirement Home",3
"2020-09-10","4 Workplace","Medical/Health Service",1
"2020-09-10","4 Workplace","Workplace - Food Processing",1
"2020-09-10","4 Workplace","Workplace - Other",7
"2020-09-10","5 Recreational","Bar/restaurant/nightclub",8
"2020-09-10","5 Recreational","Other recreation",4
"2020-09-11","1 Congregate Care","Long-Term Care Home",13
"2020-09-11","1 Congregate Care","Retirement Home",1
"2020-09-11","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-11","3 Education","Child care",2
"2020-09-11","3 Education","School - Elementary",2
"2020-09-11","3 Education","School - Secondary",1
"2020-09-11","4 Workplace","Retail",1
"2020-09-11","4 Workplace","Workplace - Food Processing",1
"2020-09-11","4 Workplace","Workplace - Other",1
"2020-09-11","5 Recreational","Bar/restaurant/nightclub",7
"2020-09-11","5 Recreational","Recreational fitness",1
"2020-09-12","1 Congregate Care","Long-Term Care Home",7
"2020-09-12","2 Congregate Living","Group Home/Supportive Housing",2
"2020-09-12","2 Congregate Living","Shelter",1
"2020-09-12","3 Education","Child care",1
"2020-09-12","3 Education","School - Elementary",1
"2020-09-12","3 Education","School - Secondary",1
"2020-09-12","4 Workplace","Workplace - Food Processing",5
"2020-09-12","4 Workplace","Workplace - Other",1
"2020-09-12","5 Recreational","Bar/restaurant/nightclub",6
"2020-09-12","5 Recreational","Other recreation",5
"2020-09-12","5 Recreational","Recreational fitness",3
"2020-09-13","1 Congregate Care","Long-Term Care Home",5
"2020-09-13","1 Congregate Care","Retirement Home",2
"2020-09-13","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-13","2 Congregate Living","Shelter",1
"2020-09-13","3 Education","School - Secondary",1
"2020-09-13","4 Workplace","Workplace - Food Processing",2
"2020-09-13","4 Workplace","Workplace - Other",1
"2020-09-13","5 Recreational","Bar/restaurant/nightclub",5
"2020-09-13","5 Recreational","Other recreation",4
"2020-09-13","5 Recreational","Recreational fitness",1
"2020-09-14","1 Congregate Care","Long-Term Care Home",24
"2020-09-14","1 Congregate Care","Retirement Home",4
"2020-09-14","2 Congregate Living","Group Home/Supportive Housing",2
"2020-09-14","3 Education","School - Secondary",1
"2020-09-14","4 Workplace","Workplace - Food Processing",1
"2020-09-14","4 Workplace","Workplace - Other",1
"2020-09-14","5 Recreational","Bar/restaurant/nightclub",6
"2020-09-14","5 Recreational","Other recreation",2
"2020-09-15","1 Congregate Care","Hospital",1
"2020-09-15","1 Congregate Care","Long-Term Care Home",5
"2020-09-15","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-15","2 Congregate Living","Shelter",2
"2020-09-15","4 Workplace","Medical/Health Service",1
"2020-09-15","4 Workplace","Workplace - Food Processing",1
"2020-09-15","4 Workplace","Workplace - Other",3
"2020-09-15","5 Recreational","Bar/restaurant/nightclub",6
"2020-09-15","5 Recreational","Other recreation",7
"2020-09-16","1 Congregate Care","Hospital",1
"2020-09-16","1 Congregate Care","Long-Term Care Home",5
"2020-09-16","3 Education","Child care",2
"2020-09-16","3 Education","School - Secondary",1
"2020-09-16","4 Workplace","Medical/Health Service",1
"2020-09-16","4 Workplace","Retail",1
"2020-09-16","4 Workplace","Workplace - Food Processing",3
"2020-09-16","4 Workplace","Workplace - Other",5
"2020-09-16","5 Recreational","Bar/restaurant/nightclub",7
"2020-09-16","5 Recreational","Other recreation",8
"2020-09-16","5 Recreational","Recreational fitness",2
"2020-09-17","1 Congregate Care","Hospital",1
"2020-09-17","1 Congregate Care","Long-Term Care Home",18
"2020-09-17","1 Congregate Care","Retirement Home",1
"2020-09-17","2 Congregate Living","Congregate other",1
"2020-09-17","2 Congregate Living","Shelter",1
"2020-09-17","3 Education","Child care",4
"2020-09-17","3 Education","School - Elementary",2
"2020-09-17","3 Education","School - Secondary",1
"2020-09-17","4 Workplace","Retail",1
"2020-09-17","4 Workplace","Workplace - Food Processing",2
"2020-09-17","4 Workplace","Workplace - Other",1
"2020-09-17","5 Recreational","Bar/restaurant/nightclub",12
"2020-09-17","5 Recreational","Other recreation",11
"2020-09-17","5 Recreational","Recreational fitness",2
"2020-09-18","1 Congregate Care","Long-Term Care Home",10
"2020-09-18","2 Congregate Living","Group Home/Supportive Housing",3
"2020-09-18","3 Education","Child care",2
"2020-09-18","3 Education","School - Elementary",2
"2020-09-18","3 Education","School - Secondary",1
"2020-09-18","4 Workplace","Workplace - Food Processing",6
"2020-09-18","4 Workplace","Workplace - Other",1
"2020-09-18","5 Recreational","Bar/restaurant/nightclub",6
"2020-09-18","5 Recreational","Other recreation",13
"2020-09-19","1 Congregate Care","Long-Term Care Home",17
"2020-09-19","2 Congregate Living","Group Home/Supportive Housing",3
"2020-09-19","3 Education","Child care",2
"2020-09-19","3 Education","School - Elementary",3
"2020-09-19","4 Workplace","Retail",2
"2020-09-19","4 Workplace","Workplace - Food Processing",1
"2020-09-19","4 Workplace","Workplace - Other",1
"2020-09-19","5 Recreational","Bar/restaurant/nightclub",8
"2020-09-19","5 Recreational","Other recreation",4
"2020-09-19","5 Recreational","Recreational fitness",4
"2020-09-20","1 Congregate Care","Hospital",1
"2020-09-20","1 Congregate Care","Long-Term Care Home",6
"2020-09-20","1 Congregate Care","Retirement Home",1
"2020-09-20","3 Education","Child care",2
"2020-09-20","3 Education","School - Elementary",5
"2020-09-20","3 Education","School - Secondary",2
"2020-09-20","4 Workplace","Retail",1
"2020-09-20","4 Workplace","Workplace - Food Processing",2
"2020-09-20","4 Workplace","Workplace - Other",6
"2020-09-20","5 Recreational","Bar/restaurant/nightclub",7
"2020-09-20","5 Recreational","Recreational fitness",3
"2020-09-21","1 Congregate Care","Hospital",1
"2020-09-21","1 Congregate Care","Long-Term Care Home",7
"2020-09-21","1 Congregate Care","Retirement Home",3
"2020-09-21","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-21","2 Congregate Living","Shelter",2
"2020-09-21","3 Education","Child care",3
"2020-09-21","3 Education","School - Elementary",1
"2020-09-21","3 Education","School - Elementary/Secondary",2
"2020-09-21","3 Education","School - Secondary",2
"2020-09-21","4 Workplace","Workplace - Food Processing",2
"2020-09-21","4 Workplace","Workplace - Other",2
"2020-09-21","5 Recreational","Bar/restaurant/nightclub",15
"2020-09-21","5 Recreational","Other recreation",4
"2020-09-21","5 Recreational","Recreational fitness",1
"2020-09-22","1 Congregate Care","Hospital",1
"2020-09-22","1 Congregate Care","Long-Term Care Home",9
"2020-09-22","1 Congregate Care","Retirement Home",4
"2020-09-22","2 Congregate Living","Group Home/Supportive Housing",2
"2020-09-22","2 Congregate Living","Shelter",1
"2020-09-22","3 Education","Child care",2
"2020-09-22","3 Education","School - Elementary",5
"2020-09-22","3 Education","School - Secondary",2
"2020-09-22","4 Workplace","Retail",2
"2020-09-22","4 Workplace","Workplace - Food Processing",2
"2020-09-22","4 Workplace","Workplace - Other",3
"2020-09-22","5 Recreational","Bar/restaurant/nightclub",8
"2020-09-22","5 Recreational","Other recreation",1
"2020-09-22","5 Recreational","Recreational fitness",1
"2020-09-23","1 Congregate Care","Hospital",2
"2020-09-23","1 Congregate Care","Long-Term Care Home",13
"2020-09-23","1 Congregate Care","Retirement Home",1
"2020-09-23","2 Congregate Living","Group Home/Supportive Housing",2
"2020-09-23","3 Education","Child care",1
"2020-09-23","3 Education","School - Elementary",4
"2020-09-23","3 Education","School - Secondary",2
"2020-09-23","4 Workplace","Medical/Health Service",2
"2020-09-23","4 Workplace","Workplace - Food Processing",1
"2020-09-23","4 Workplace","Workplace - Other",4
"2020-09-23","5 Recreational","Bar/restaurant/nightclub",9
"2020-09-23","5 Recreational","Other recreation",1
"2020-09-23","5 Recreational","Recreational fitness",5
"2020-09-24","1 Congregate Care","Hospital",6
"2020-09-24","1 Congregate Care","Long-Term Care Home",5
"2020-09-24","1 Congregate Care","Retirement Home",3
"2020-09-24","2 Congregate Living","Group Home/Supportive Housing",2
"2020-09-24","2 Congregate Living","Shelter",1
"2020-09-24","3 Education","Child care",4
"2020-09-24","3 Education","School - Elementary",3
"2020-09-24","3 Education","School - Post-secondary",2
"2020-09-24","3 Education","School - Secondary",1
"2020-09-24","4 Workplace","Medical/Health Service",2
"2020-09-24","4 Workplace","Workplace - Other",6
"2020-09-24","5 Recreational","Bar/restaurant/nightclub",7
"2020-09-24","5 Recreational","Other recreation",7
"2020-09-24","5 Recreational","Recreational fitness",2
"2020-09-25","1 Congregate Care","Hospital",6
"2020-09-25","1 Congregate Care","Long-Term Care Home",11
"2020-09-25","1 Congregate Care","Retirement Home",7
"2020-09-25","2 Congregate Living","Congregate other",1
"2020-09-25","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-25","2 Congregate Living","Shelter",3
"2020-09-25","2 Congregate Living","Short-term accommodations",1
"2020-09-25","3 Education","Child care",4
"2020-09-25","3 Education","School - Elementary",2
"2020-09-25","3 Education","School - Secondary",3
"2020-09-25","4 Workplace","Retail",3
"2020-09-25","4 Workplace","Workplace - Other",6
"2020-09-25","5 Recreational","Bar/restaurant/nightclub",11
"2020-09-25","5 Recreational","Other recreation",1
"2020-09-25","5 Recreational","Recreational fitness",1
"2020-09-26","1 Congregate Care","Hospital",11
"2020-09-26","1 Congregate Care","Long-Term Care Home",23
"2020-09-26","1 Congregate Care","Retirement Home",6
"2020-09-26","2 Congregate Living","Group Home/Supportive Housing",2
"2020-09-26","3 Education","Child care",1
"2020-09-26","3 Education","School - Elementary",2
"2020-09-26","4 Workplace","Workplace - Other",10
"2020-09-26","5 Recreational","Bar/restaurant/nightclub",4
"2020-09-26","5 Recreational","Other recreation",5
"2020-09-26","5 Recreational","Recreational fitness",1
"2020-09-27","1 Congregate Care","Hospital",11
"2020-09-27","1 Congregate Care","Long-Term Care Home",20
"2020-09-27","1 Congregate Care","Retirement Home",1
"2020-09-27","2 Congregate Living","Group Home/Supportive Housing",4
"2020-09-27","3 Education","Child care",2
"2020-09-27","3 Education","School - Elementary",7
"2020-09-27","4 Workplace","Retail",1
"2020-09-27","4 Workplace","Workplace - Food Processing",2
"2020-09-27","4 Workplace","Workplace - Other",7
"2020-09-27","5 Recreational","Bar/restaurant/nightclub",6
"2020-09-27","5 Recreational","Other recreation",2
"2020-09-28","1 Congregate Care","Hospital",9
"2020-09-28","1 Congregate Care","Long-Term Care Home",7
"2020-09-28","1 Congregate Care","Retirement Home",4
"2020-09-28","2 Congregate Living","Group Home/Supportive Housing",3
"2020-09-28","3 Education","Child care",3
"2020-09-28","3 Education","School - Elementary",7
"2020-09-28","3 Education","School - Secondary",1
"2020-09-28","4 Workplace","Retail",1
"2020-09-28","4 Workplace","Workplace - Food Processing",4
"2020-09-28","4 Workplace","Workplace - Other",7
"2020-09-28","5 Recreational","Bar/restaurant/nightclub",3
"2020-09-28","5 Recreational","Other recreation",4
"2020-09-29","1 Congregate Care","Hospital",9
"2020-09-29","1 Congregate Care","Long-Term Care Home",19
"2020-09-29","1 Congregate Care","Retirement Home",4
"2020-09-29","2 Congregate Living","Group Home/Supportive Housing",1
"2020-09-29","3 Education","Child care",5
"2020-09-29","3 Education","School - Elementary",8
"2020-09-29","3 Education","School - Elementary/Secondary",1
"2020-09-29","3 Education","School - Secondary",1
"2020-09-29","4 Workplace","Retail",1
"2020-09-29","4 Workplace","Workplace - Food Processing",1
"2020-09-29","4 Workplace","Workplace - Other",8
"2020-09-29","5 Recreational","Bar/restaurant/nightclub",10
"2020-09-29","5 Recreational","Recreational fitness",2
"2020-09-30","1 Congregate Care","Hospital",11
"2020-09-30","1 Congregate Care","Long-Term Care Home",20
"2020-09-30","1 Congregate Care","Retirement Home",8
"2020-09-30","2 Congregate Living","Group Home/Supportive Housing",4
"2020-09-30","2 Congregate Living","Shelter",1
"2020-09-30","3 Education","Child care",4
"2020-09-30","3 Education","School - Elementary",5
"2020-09-30","3 Education","School - Elementary/Secondary",1
"2020-09-30","3 Education","School - Secondary",1
"2020-09-30","4 Workplace","Retail",1
"2020-09-30","4 Workplace","Workplace - Food Processing",1
"2020-09-30","4 Workplace","Workplace - Other",4
"2020-09-30","5 Recreational","Bar/restaurant/nightclub",7
"2020-09-30","5 Recreational","Recreational fitness",3
"2020-10-01","1 Congregate Care","Hospital",10
"2020-10-01","1 Congregate Care","Long-Term Care Home",35
"2020-10-01","1 Congregate Care","Retirement Home",5
"2020-10-01","2 Congregate Living","Group Home/Supportive Housing",1
"2020-10-01","2 Congregate Living","Shelter",2
"2020-10-01","3 Education","Child care",4
"2020-10-01","3 Education","School - Elementary",8
"2020-10-01","4 Workplace","Medical/Health Service",1
"2020-10-01","4 Workplace","Retail",2
"2020-10-01","4 Workplace","Workplace - Food Processing",2
"2020-10-01","4 Workplace","Workplace - Other",3
"2020-10-01","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-01","5 Recreational","Recreational fitness",1
"2020-10-02","1 Congregate Care","Hospital",14
"2020-10-02","1 Congregate Care","Long-Term Care Home",25
"2020-10-02","1 Congregate Care","Retirement Home",10
"2020-10-02","2 Congregate Living","Group Home/Supportive Housing",8
"2020-10-02","3 Education","Child care",5
"2020-10-02","3 Education","School - Elementary",8
"2020-10-02","3 Education","School - Secondary",2
"2020-10-02","4 Workplace","Medical/Health Service",1
"2020-10-02","4 Workplace","Retail",1
"2020-10-02","4 Workplace","Workplace - Food Processing",2
"2020-10-02","4 Workplace","Workplace - Other",2
"2020-10-02","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-02","5 Recreational","Other recreation",1
"2020-10-03","1 Congregate Care","Hospital",8
"2020-10-03","1 Congregate Care","Long-Term Care Home",8
"2020-10-03","1 Congregate Care","Retirement Home",17
"2020-10-03","2 Congregate Living","Congregate other",1
"2020-10-03","2 Congregate Living","Group Home/Supportive Housing",3
"2020-10-03","3 Education","Child care",4
"2020-10-03","3 Education","School - Elementary",5
"2020-10-03","3 Education","School - Secondary",1
"2020-10-03","4 Workplace","Medical/Health Service",1
"2020-10-03","4 Workplace","Workplace - Food Processing",1
"2020-10-03","4 Workplace","Workplace - Other",4
"2020-10-03","5 Recreational","Other recreation",2
"2020-10-03","5 Recreational","Recreational fitness",4
"2020-10-04","1 Congregate Care","Hospital",1
"2020-10-04","1 Congregate Care","Long-Term Care Home",28
"2020-10-04","1 Congregate Care","Retirement Home",13
"2020-10-04","2 Congregate Living","Correctional Facility",1
"2020-10-04","2 Congregate Living","Group Home/Supportive Housing",2
"2020-10-04","3 Education","Child care",5
"2020-10-04","3 Education","School - Elementary",11
"2020-10-04","3 Education","School - Elementary/Secondary",1
"2020-10-04","3 Education","School - Secondary",3
"2020-10-04","4 Workplace","Medical/Health Service",2
"2020-10-04","4 Workplace","Workplace - Farm",1
"2020-10-04","4 Workplace","Workplace - Other",2
"2020-10-04","5 Recreational","Bar/restaurant/nightclub",2
"2020-10-04","5 Recreational","Recreational fitness",5
"2020-10-05","1 Congregate Care","Hospital",4
"2020-10-05","1 Congregate Care","Long-Term Care Home",33
"2020-10-05","1 Congregate Care","Retirement Home",7
"2020-10-05","2 Congregate Living","Group Home/Supportive Housing",5
"2020-10-05","3 Education","Child care",1
"2020-10-05","3 Education","School - Elementary",4
"2020-10-05","3 Education","School - Secondary",1
"2020-10-05","4 Workplace","Retail",2
"2020-10-05","4 Workplace","Workplace - Farm",11
"2020-10-05","4 Workplace","Workplace - Other",1
"2020-10-05","5 Recreational","Bar/restaurant/nightclub",2
"2020-10-05","5 Recreational","Recreational fitness",5
"2020-10-06","1 Congregate Care","Hospital",6
"2020-10-06","1 Congregate Care","Long-Term Care Home",14
"2020-10-06","1 Congregate Care","Retirement Home",5
"2020-10-06","2 Congregate Living","Group Home/Supportive Housing",7
"2020-10-06","3 Education","Child care",3
"2020-10-06","3 Education","School - Elementary",9
"2020-10-06","3 Education","School - Elementary/Secondary",1
"2020-10-06","3 Education","School - Secondary",2
"2020-10-06","4 Workplace","Workplace - Food Processing",1
"2020-10-06","4 Workplace","Workplace - Other",10
"2020-10-06","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-06","5 Recreational","Other recreation",1
"2020-10-06","5 Recreational","Recreational fitness",6
"2020-10-07","1 Congregate Care","Hospital",5
"2020-10-07","1 Congregate Care","Long-Term Care Home",28
"2020-10-07","1 Congregate Care","Retirement Home",22
"2020-10-07","2 Congregate Living","Group Home/Supportive Housing",7
"2020-10-07","2 Congregate Living","Shelter",1
"2020-10-07","3 Education","Child care",6
"2020-10-07","3 Education","School - Elementary",8
"2020-10-07","3 Education","School - Secondary",3
"2020-10-07","4 Workplace","Medical/Health Service",2
"2020-10-07","4 Workplace","Workplace - Food Processing",1
"2020-10-07","4 Workplace","Workplace - Other",4
"2020-10-07","5 Recreational","Recreational fitness",10
"2020-10-08","1 Congregate Care","Hospital",1
"2020-10-08","1 Congregate Care","Long-Term Care Home",17
"2020-10-08","1 Congregate Care","Retirement Home",19
"2020-10-08","2 Congregate Living","Congregate other",1
"2020-10-08","2 Congregate Living","Group Home/Supportive Housing",6
"2020-10-08","3 Education","Child care",3
"2020-10-08","3 Education","School - Elementary",5
"2020-10-08","3 Education","School - Elementary/Secondary",1
"2020-10-08","4 Workplace","Medical/Health Service",1
"2020-10-08","4 Workplace","Retail",1
"2020-10-08","4 Workplace","Workplace - Farm",6
"2020-10-08","4 Workplace","Workplace - Food Processing",1
"2020-10-08","4 Workplace","Workplace - Other",4
"2020-10-08","5 Recreational","Other recreation",1
"2020-10-08","5 Recreational","Recreational fitness",21
"2020-10-09","1 Congregate Care","Hospital",5
"2020-10-09","1 Congregate Care","Long-Term Care Home",29
"2020-10-09","1 Congregate Care","Retirement Home",18
"2020-10-09","2 Congregate Living","Group Home/Supportive Housing",3
"2020-10-09","2 Congregate Living","Shelter",1
"2020-10-09","3 Education","Child care",2
"2020-10-09","3 Education","School - Elementary",4
"2020-10-09","3 Education","School - Elementary/Secondary",1
"2020-10-09","4 Workplace","Medical/Health Service",2
"2020-10-09","4 Workplace","Workplace - Farm",1
"2020-10-09","4 Workplace","Workplace - Food Processing",3
"2020-10-09","4 Workplace","Workplace - Other",4
"2020-10-09","5 Recreational","Recreational fitness",24
"2020-10-10","1 Congregate Care","Long-Term Care Home",18
"2020-10-10","1 Congregate Care","Retirement Home",4
"2020-10-10","2 Congregate Living","Congregate other",1
"2020-10-10","2 Congregate Living","Group Home/Supportive Housing",3
"2020-10-10","3 Education","Child care",2
"2020-10-10","3 Education","School - Elementary",3
"2020-10-10","4 Workplace","Medical/Health Service",2
"2020-10-10","4 Workplace","Retail",3
"2020-10-10","4 Workplace","Workplace - Food Processing",2
"2020-10-10","4 Workplace","Workplace - Other",1
"2020-10-10","5 Recreational","Other recreation",2
"2020-10-10","5 Recreational","Recreational fitness",22
"2020-10-11","1 Congregate Care","Hospital",5
"2020-10-11","1 Congregate Care","Long-Term Care Home",20
"2020-10-11","1 Congregate Care","Retirement Home",12
"2020-10-11","2 Congregate Living","Congregate other",4
"2020-10-11","2 Congregate Living","Group Home/Supportive Housing",6
"2020-10-11","2 Congregate Living","Shelter",1
"2020-10-11","3 Education","Child care",2
"2020-10-11","3 Education","School - Elementary",6
"2020-10-11","3 Education","School - Secondary",2
"2020-10-11","4 Workplace","Workplace - Food Processing",2
"2020-10-11","4 Workplace","Workplace - Other",6
"2020-10-11","5 Recreational","Other recreation",5
"2020-10-11","5 Recreational","Recreational fitness",17
"2020-10-12","1 Congregate Care","Hospital",2
"2020-10-12","1 Congregate Care","Long-Term Care Home",14
"2020-10-12","1 Congregate Care","Retirement Home",10
