date,category_grouped,outbreak_subgroup,TOTAL_CASES
08/22/2020,1 Congregate Care,Long-Term Care Home,3
08/22/2020,1 Congregate Care,Retirement Home,8
08/22/2020,2 Congregate Living,Shelter,1
08/22/2020,4 Workplace,Retail,2
08/22/2020,4 Workplace,Workplace - Farm,1
08/22/2020,4 Workplace,Workplace - Other,1
08/22/2020,5 Recreational,Other recreation,1
08/23/2020,1 Congregate Care,Hospital,2
08/23/2020,1 Congregate Care,Long-Term Care Home,1
08/23/2020,1 Congregate Care,Retirement Home,3
08/23/2020,3 Education,Child care,1
08/23/2020,4 Workplace,Workplace - Farm,1
08/23/2020,4 Workplace,Workplace - Food Processing,1
08/24/2020,1 Congregate Care,Long-Term Care Home,1
08/24/2020,4 Workplace,Workplace - Other,2
08/24/2020,5 Recreational,Other recreation,2
08/25/2020,1 Congregate Care,Long-Term Care Home,1
08/25/2020,1 Congregate Care,Retirement Home,2
08/25/2020,2 Congregate Living,Shelter,2
08/25/2020,4 Workplace,Workplace - Farm,1
08/25/2020,4 Workplace,Workplace - Other,1
08/25/2020,5 Recreational,Other recreation,2
08/26/2020,1 Congregate Care,Long-Term Care Home,3
08/26/2020,1 Congregate Care,Retirement Home,1
08/26/2020,2 Congregate Living,Shelter,2
08/26/2020,4 Workplace,Retail,1
08/26/2020,4 Workplace,Workplace - Other,3
08/26/2020,5 Recreational,Other recreation,2
08/27/2020,1 Congregate Care,Long-Term Care Home,5
08/27/2020,1 Congregate Care,Retirement Home,3
08/27/2020,2 Congregate Living,Shelter,1
08/27/2020,4 Workplace,Workplace - Other,1
08/27/2020,5 Recreational,Other recreation,1
08/27/2020,5 Recreational,Recreational fitness,1
08/28/2020,1 Congregate Care,Long-Term Care Home,1
08/28/2020,1 Congregate Care,Retirement Home,2
08/28/2020,3 Education,Child care,2
08/28/2020,4 Workplace,Workplace - Other,3
08/29/2020,1 Congregate Care,Long-Term Care Home,4
08/29/2020,1 Congregate Care,Retirement Home,2
08/29/2020,3 Education,Child care,3
08/30/2020,1 Congregate Care,Long-Term Care Home,2
08/30/2020,1 Congregate Care,Retirement Home,3
08/30/2020,2 Congregate Living,Group Home/Supportive Housing,2
08/30/2020,3 Education,Child care,1
08/31/2020,1 Congregate Care,Long-Term Care Home,2
08/31/2020,1 Congregate Care,Retirement Home,3
08/31/2020,2 Congregate Living,Group Home/Supportive Housing,1
08/31/2020,3 Education,Child care,2
08/31/2020,4 Workplace,Workplace - Food Processing,1
08/31/2020,4 Workplace,Workplace - Other,2
09/01/2020,1 Congregate Care,Long-Term Care Home,2
09/01/2020,1 Congregate Care,Retirement Home,1
09/01/2020,4 Workplace,Workplace - Other,9
09/01/2020,5 Recreational,Bar/restaurant/nightclub,1
09/01/2020,5 Recreational,Personal service settings,1
09/02/2020,1 Congregate Care,Long-Term Care Home,11
09/02/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/02/2020,4 Workplace,Medical/Health Service,1
09/02/2020,4 Workplace,Workplace - Other,20
09/02/2020,5 Recreational,Bar/restaurant/nightclub,1
09/02/2020,5 Recreational,Other recreation,1
09/03/2020,1 Congregate Care,Long-Term Care Home,3
09/03/2020,1 Congregate Care,Retirement Home,2
09/03/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/03/2020,4 Workplace,Workplace - Food Processing,2
09/03/2020,4 Workplace,Workplace - Other,17
09/03/2020,5 Recreational,Bar/restaurant/nightclub,1
09/03/2020,5 Recreational,Other recreation,4
09/04/2020,1 Congregate Care,Long-Term Care Home,2
09/04/2020,1 Congregate Care,Retirement Home,3
09/04/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/04/2020,3 Education,Child care,1
09/04/2020,4 Workplace,Workplace - Food Processing,1
09/04/2020,4 Workplace,Workplace - Other,5
09/04/2020,5 Recreational,Bar/restaurant/nightclub,1
09/04/2020,5 Recreational,Other recreation,13
09/05/2020,1 Congregate Care,Long-Term Care Home,5
09/05/2020,1 Congregate Care,Retirement Home,7
09/05/2020,2 Congregate Living,Shelter,1
09/05/2020,3 Education,Child care,1
09/05/2020,4 Workplace,Retail,2
09/05/2020,4 Workplace,Workplace - Other,3
09/05/2020,5 Recreational,Bar/restaurant/nightclub,1
09/05/2020,5 Recreational,Other recreation,9
09/06/2020,1 Congregate Care,Long-Term Care Home,12
09/06/2020,1 Congregate Care,Retirement Home,1
09/06/2020,2 Congregate Living,Group Home/Supportive Housing,2
09/06/2020,3 Education,Child care,1
09/06/2020,4 Workplace,Medical/Health Service,1
09/06/2020,4 Workplace,Workplace - Food Processing,2
09/06/2020,4 Workplace,Workplace - Other,5
09/06/2020,5 Recreational,Bar/restaurant/nightclub,1
09/06/2020,5 Recreational,Other recreation,10
09/07/2020,1 Congregate Care,Long-Term Care Home,9
09/07/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/07/2020,4 Workplace,Workplace - Food Processing,2
09/07/2020,4 Workplace,Workplace - Other,2
09/07/2020,5 Recreational,Bar/restaurant/nightclub,2
09/07/2020,5 Recreational,Other recreation,6
09/08/2020,1 Congregate Care,Long-Term Care Home,1
09/08/2020,4 Workplace,Medical/Health Service,1
09/08/2020,4 Workplace,Workplace - Food Processing,1
09/08/2020,4 Workplace,Workplace - Other,2
09/08/2020,5 Recreational,Bar/restaurant/nightclub,2
09/08/2020,5 Recreational,Other recreation,3
09/09/2020,1 Congregate Care,Retirement Home,1
09/09/2020,2 Congregate Living,Shelter,1
09/09/2020,3 Education,Child care,1
09/09/2020,4 Workplace,Workplace - Food Processing,2
09/09/2020,4 Workplace,Workplace - Other,1
09/09/2020,5 Recreational,Bar/restaurant/nightclub,6
09/09/2020,5 Recreational,Other recreation,2
09/10/2020,1 Congregate Care,Long-Term Care Home,5
09/10/2020,1 Congregate Care,Retirement Home,3
09/10/2020,4 Workplace,Medical/Health Service,1
09/10/2020,4 Workplace,Workplace - Food Processing,1
09/10/2020,4 Workplace,Workplace - Other,7
09/10/2020,5 Recreational,Bar/restaurant/nightclub,8
09/10/2020,5 Recreational,Other recreation,4
09/11/2020,1 Congregate Care,Long-Term Care Home,13
09/11/2020,1 Congregate Care,Retirement Home,1
09/11/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/11/2020,3 Education,Child care,2
09/11/2020,3 Education,School - Elementary,2
09/11/2020,3 Education,School - Secondary,1
09/11/2020,4 Workplace,Retail,1
09/11/2020,4 Workplace,Workplace - Food Processing,1
09/11/2020,4 Workplace,Workplace - Other,1
09/11/2020,5 Recreational,Bar/restaurant/nightclub,7
09/11/2020,5 Recreational,Recreational fitness,1
09/12/2020,1 Congregate Care,Long-Term Care Home,7
09/12/2020,2 Congregate Living,Group Home/Supportive Housing,2
09/12/2020,2 Congregate Living,Shelter,1
09/12/2020,3 Education,Child care,1
09/12/2020,3 Education,School - Elementary,1
09/12/2020,3 Education,School - Secondary,1
09/12/2020,4 Workplace,Workplace - Food Processing,5
09/12/2020,4 Workplace,Workplace - Other,1
09/12/2020,5 Recreational,Bar/restaurant/nightclub,6
09/12/2020,5 Recreational,Other recreation,2
09/12/2020,5 Recreational,Recreational fitness,3
09/13/2020,1 Congregate Care,Long-Term Care Home,5
09/13/2020,1 Congregate Care,Retirement Home,2
09/13/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/13/2020,2 Congregate Living,Shelter,1
09/13/2020,3 Education,School - Secondary,1
09/13/2020,4 Workplace,Workplace - Food Processing,2
09/13/2020,4 Workplace,Workplace - Other,1
09/13/2020,5 Recreational,Bar/restaurant/nightclub,5
09/13/2020,5 Recreational,Recreational fitness,1
09/14/2020,1 Congregate Care,Long-Term Care Home,24
09/14/2020,1 Congregate Care,Retirement Home,4
09/14/2020,2 Congregate Living,Group Home/Supportive Housing,2
09/14/2020,3 Education,School - Secondary,1
09/14/2020,4 Workplace,Workplace - Food Processing,1
09/14/2020,4 Workplace,Workplace - Other,1
09/14/2020,5 Recreational,Bar/restaurant/nightclub,6
09/15/2020,1 Congregate Care,Hospital,1
09/15/2020,1 Congregate Care,Long-Term Care Home,5
09/15/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/15/2020,2 Congregate Living,Shelter,2
09/15/2020,4 Workplace,Medical/Health Service,1
09/15/2020,4 Workplace,Workplace - Food Processing,1
09/15/2020,4 Workplace,Workplace - Other,3
09/15/2020,5 Recreational,Bar/restaurant/nightclub,6
09/15/2020,5 Recreational,Other recreation,3
09/16/2020,1 Congregate Care,Hospital,1
09/16/2020,1 Congregate Care,Long-Term Care Home,5
09/16/2020,3 Education,Child care,2
09/16/2020,3 Education,School - Secondary,1
09/16/2020,4 Workplace,Medical/Health Service,1
09/16/2020,4 Workplace,Retail,1
09/16/2020,4 Workplace,Workplace - Food Processing,3
09/16/2020,4 Workplace,Workplace - Other,5
09/16/2020,5 Recreational,Bar/restaurant/nightclub,7
09/16/2020,5 Recreational,Other recreation,8
09/16/2020,5 Recreational,Recreational fitness,2
09/17/2020,1 Congregate Care,Hospital,1
09/17/2020,1 Congregate Care,Long-Term Care Home,18
09/17/2020,1 Congregate Care,Retirement Home,1
09/17/2020,2 Congregate Living,Congregate other,1
09/17/2020,2 Congregate Living,Shelter,1
09/17/2020,3 Education,Child care,4
09/17/2020,3 Education,School - Elementary,2
09/17/2020,3 Education,School - Secondary,1
09/17/2020,4 Workplace,Retail,1
09/17/2020,4 Workplace,Workplace - Food Processing,2
09/17/2020,4 Workplace,Workplace - Other,1
09/17/2020,5 Recreational,Bar/restaurant/nightclub,12
09/17/2020,5 Recreational,Other recreation,10
09/17/2020,5 Recreational,Recreational fitness,2
09/18/2020,1 Congregate Care,Long-Term Care Home,10
09/18/2020,2 Congregate Living,Group Home/Supportive Housing,3
09/18/2020,3 Education,Child care,2
09/18/2020,3 Education,School - Elementary,2
09/18/2020,3 Education,School - Secondary,1
09/18/2020,4 Workplace,Workplace - Food Processing,6
09/18/2020,4 Workplace,Workplace - Other,1
09/18/2020,5 Recreational,Bar/restaurant/nightclub,6
09/18/2020,5 Recreational,Other recreation,13
09/19/2020,1 Congregate Care,Long-Term Care Home,17
09/19/2020,2 Congregate Living,Group Home/Supportive Housing,3
09/19/2020,3 Education,Child care,2
09/19/2020,3 Education,School - Elementary,3
09/19/2020,4 Workplace,Retail,2
09/19/2020,4 Workplace,Workplace - Food Processing,1
09/19/2020,4 Workplace,Workplace - Other,1
09/19/2020,5 Recreational,Bar/restaurant/nightclub,8
09/19/2020,5 Recreational,Other recreation,4
09/19/2020,5 Recreational,Recreational fitness,4
09/20/2020,1 Congregate Care,Hospital,1
09/20/2020,1 Congregate Care,Long-Term Care Home,6
09/20/2020,1 Congregate Care,Retirement Home,1
09/20/2020,3 Education,Child care,2
09/20/2020,3 Education,School - Elementary,5
09/20/2020,3 Education,School - Secondary,2
09/20/2020,4 Workplace,Retail,1
09/20/2020,4 Workplace,Workplace - Food Processing,2
09/20/2020,4 Workplace,Workplace - Other,6
09/20/2020,5 Recreational,Bar/restaurant/nightclub,7
09/20/2020,5 Recreational,Recreational fitness,3
09/21/2020,1 Congregate Care,Hospital,1
09/21/2020,1 Congregate Care,Long-Term Care Home,7
09/21/2020,1 Congregate Care,Retirement Home,3
09/21/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/21/2020,2 Congregate Living,Shelter,2
09/21/2020,3 Education,Child care,3
09/21/2020,3 Education,School - Elementary,1
09/21/2020,3 Education,School - Elementary/Secondary,2
09/21/2020,3 Education,School - Secondary,2
09/21/2020,4 Workplace,Workplace - Food Processing,2
09/21/2020,4 Workplace,Workplace - Other,2
09/21/2020,5 Recreational,Bar/restaurant/nightclub,15
09/21/2020,5 Recreational,Other recreation,4
09/21/2020,5 Recreational,Recreational fitness,1
09/22/2020,1 Congregate Care,Hospital,1
09/22/2020,1 Congregate Care,Long-Term Care Home,9
09/22/2020,1 Congregate Care,Retirement Home,4
09/22/2020,2 Congregate Living,Group Home/Supportive Housing,2
09/22/2020,2 Congregate Living,Shelter,1
09/22/2020,3 Education,Child care,2
09/22/2020,3 Education,School - Elementary,5
09/22/2020,3 Education,School - Secondary,2
09/22/2020,4 Workplace,Retail,2
09/22/2020,4 Workplace,Workplace - Food Processing,2
09/22/2020,4 Workplace,Workplace - Other,3
09/22/2020,5 Recreational,Bar/restaurant/nightclub,8
09/22/2020,5 Recreational,Other recreation,1
09/22/2020,5 Recreational,Recreational fitness,1
09/23/2020,1 Congregate Care,Hospital,2
09/23/2020,1 Congregate Care,Long-Term Care Home,12
09/23/2020,1 Congregate Care,Retirement Home,1
09/23/2020,2 Congregate Living,Group Home/Supportive Housing,2
09/23/2020,3 Education,Child care,1
09/23/2020,3 Education,School - Elementary,4
09/23/2020,3 Education,School - Secondary,2
09/23/2020,4 Workplace,Medical/Health Service,2
09/23/2020,4 Workplace,Workplace - Food Processing,1
09/23/2020,4 Workplace,Workplace - Other,4
09/23/2020,5 Recreational,Bar/restaurant/nightclub,9
09/23/2020,5 Recreational,Other recreation,1
09/23/2020,5 Recreational,Recreational fitness,5
09/24/2020,1 Congregate Care,Hospital,6
09/24/2020,1 Congregate Care,Long-Term Care Home,5
09/24/2020,1 Congregate Care,Retirement Home,3
09/24/2020,2 Congregate Living,Group Home/Supportive Housing,2
09/24/2020,2 Congregate Living,Shelter,1
09/24/2020,3 Education,Child care,4
09/24/2020,3 Education,School - Elementary,3
09/24/2020,3 Education,School - Post-secondary,2
09/24/2020,3 Education,School - Secondary,1
09/24/2020,4 Workplace,Medical/Health Service,2
09/24/2020,4 Workplace,Workplace - Other,6
09/24/2020,5 Recreational,Bar/restaurant/nightclub,7
09/24/2020,5 Recreational,Other recreation,7
09/24/2020,5 Recreational,Recreational fitness,2
09/25/2020,1 Congregate Care,Hospital,6
09/25/2020,1 Congregate Care,Long-Term Care Home,10
09/25/2020,1 Congregate Care,Retirement Home,7
09/25/2020,2 Congregate Living,Congregate other,1
09/25/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/25/2020,2 Congregate Living,Shelter,3
09/25/2020,2 Congregate Living,Short-term accommodations,1
09/25/2020,3 Education,Child care,4
09/25/2020,3 Education,School - Elementary,2
09/25/2020,3 Education,School - Secondary,3
09/25/2020,4 Workplace,Retail,3
09/25/2020,4 Workplace,Workplace - Other,5
09/25/2020,5 Recreational,Bar/restaurant/nightclub,12
09/25/2020,5 Recreational,Other recreation,1
09/25/2020,5 Recreational,Recreational fitness,1
09/26/2020,1 Congregate Care,Hospital,11
09/26/2020,1 Congregate Care,Long-Term Care Home,23
09/26/2020,1 Congregate Care,Retirement Home,6
09/26/2020,2 Congregate Living,Group Home/Supportive Housing,2
09/26/2020,3 Education,Child care,1
09/26/2020,3 Education,School - Elementary,2
09/26/2020,4 Workplace,Workplace - Other,9
09/26/2020,5 Recreational,Bar/restaurant/nightclub,4
09/26/2020,5 Recreational,Other recreation,5
09/26/2020,5 Recreational,Recreational fitness,2
09/27/2020,1 Congregate Care,Hospital,11
09/27/2020,1 Congregate Care,Long-Term Care Home,19
09/27/2020,1 Congregate Care,Retirement Home,1
09/27/2020,2 Congregate Living,Group Home/Supportive Housing,4
09/27/2020,3 Education,Child care,2
09/27/2020,3 Education,School - Elementary,7
09/27/2020,4 Workplace,Retail,1
09/27/2020,4 Workplace,Workplace - Food Processing,2
09/27/2020,4 Workplace,Workplace - Other,7
09/27/2020,5 Recreational,Bar/restaurant/nightclub,7
09/27/2020,5 Recreational,Other recreation,2
09/28/2020,1 Congregate Care,Hospital,9
09/28/2020,1 Congregate Care,Long-Term Care Home,7
09/28/2020,1 Congregate Care,Retirement Home,4
09/28/2020,2 Congregate Living,Group Home/Supportive Housing,3
09/28/2020,3 Education,Child care,3
09/28/2020,3 Education,School - Elementary,7
09/28/2020,3 Education,School - Secondary,1
09/28/2020,4 Workplace,Retail,1
09/28/2020,4 Workplace,Workplace - Food Processing,4
09/28/2020,4 Workplace,Workplace - Other,7
09/28/2020,5 Recreational,Bar/restaurant/nightclub,3
09/28/2020,5 Recreational,Other recreation,4
09/29/2020,1 Congregate Care,Hospital,9
09/29/2020,1 Congregate Care,Long-Term Care Home,20
09/29/2020,1 Congregate Care,Retirement Home,4
09/29/2020,2 Congregate Living,Group Home/Supportive Housing,1
09/29/2020,3 Education,Child care,5
09/29/2020,3 Education,School - Elementary,8
09/29/2020,3 Education,School - Elementary/Secondary,1
09/29/2020,3 Education,School - Secondary,1
09/29/2020,4 Workplace,Retail,1
09/29/2020,4 Workplace,Workplace - Food Processing,1
09/29/2020,4 Workplace,Workplace - Other,8
09/29/2020,5 Recreational,Bar/restaurant/nightclub,11
09/29/2020,5 Recreational,Recreational fitness,2
09/30/2020,1 Congregate Care,Hospital,11
09/30/2020,1 Congregate Care,Long-Term Care Home,20
09/30/2020,1 Congregate Care,Retirement Home,8
09/30/2020,2 Congregate Living,Group Home/Supportive Housing,4
09/30/2020,2 Congregate Living,Shelter,1
09/30/2020,3 Education,Child care,4
09/30/2020,3 Education,School - Elementary,5
09/30/2020,3 Education,School - Elementary/Secondary,1
09/30/2020,3 Education,School - Secondary,1
09/30/2020,4 Workplace,Workplace - Food Processing,1
09/30/2020,4 Workplace,Workplace - Other,3
09/30/2020,5 Recreational,Bar/restaurant/nightclub,7
09/30/2020,5 Recreational,Recreational fitness,3
10/01/2020,1 Congregate Care,Hospital,10
10/01/2020,1 Congregate Care,Long-Term Care Home,35
10/01/2020,1 Congregate Care,Retirement Home,5
10/01/2020,2 Congregate Living,Group Home/Supportive Housing,1
10/01/2020,2 Congregate Living,Shelter,2
10/01/2020,3 Education,Child care,4
10/01/2020,3 Education,School - Elementary,7
10/01/2020,4 Workplace,Medical/Health Service,1
10/01/2020,4 Workplace,Retail,1
10/01/2020,4 Workplace,Workplace - Food Processing,2
10/01/2020,4 Workplace,Workplace - Other,3
10/01/2020,5 Recreational,Bar/restaurant/nightclub,1
10/01/2020,5 Recreational,Recreational fitness,1
10/02/2020,1 Congregate Care,Hospital,14
10/02/2020,1 Congregate Care,Long-Term Care Home,25
10/02/2020,1 Congregate Care,Retirement Home,10
10/02/2020,2 Congregate Living,Group Home/Supportive Housing,8
10/02/2020,3 Education,Child care,5
10/02/2020,3 Education,School - Elementary,8
10/02/2020,3 Education,School - Secondary,2
10/02/2020,4 Workplace,Medical/Health Service,1
10/02/2020,4 Workplace,Retail,1
10/02/2020,4 Workplace,Workplace - Food Processing,2
10/02/2020,4 Workplace,Workplace - Other,2
10/02/2020,5 Recreational,Bar/restaurant/nightclub,1
10/02/2020,5 Recreational,Other recreation,1
10/03/2020,1 Congregate Care,Hospital,8
10/03/2020,1 Congregate Care,Long-Term Care Home,8
10/03/2020,1 Congregate Care,Retirement Home,16
10/03/2020,2 Congregate Living,Congregate other,1
10/03/2020,2 Congregate Living,Group Home/Supportive Housing,3
10/03/2020,3 Education,Child care,4
10/03/2020,3 Education,School - Elementary,5
10/03/2020,3 Education,School - Secondary,1
10/03/2020,4 Workplace,Medical/Health Service,1
10/03/2020,4 Workplace,Workplace - Food Processing,1
10/03/2020,4 Workplace,Workplace - Other,3
10/03/2020,5 Recreational,Other recreation,2
10/03/2020,5 Recreational,Recreational fitness,4
10/04/2020,1 Congregate Care,Hospital,1
10/04/2020,1 Congregate Care,Long-Term Care Home,29
10/04/2020,1 Congregate Care,Retirement Home,13
10/04/2020,2 Congregate Living,Group Home/Supportive Housing,2
10/04/2020,3 Education,Child care,5
10/04/2020,3 Education,School - Elementary,11
10/04/2020,3 Education,School - Elementary/Secondary,1
10/04/2020,3 Education,School - Secondary,3
10/04/2020,4 Workplace,Medical/Health Service,2
10/04/2020,4 Workplace,Workplace - Farm,1
10/04/2020,4 Workplace,Workplace - Other,2
10/04/2020,5 Recreational,Bar/restaurant/nightclub,2
10/04/2020,5 Recreational,Recreational fitness,5
10/05/2020,1 Congregate Care,Hospital,4
10/05/2020,1 Congregate Care,Long-Term Care Home,33
10/05/2020,1 Congregate Care,Retirement Home,7
10/05/2020,2 Congregate Living,Group Home/Supportive Housing,5
10/05/2020,3 Education,Child care,1
10/05/2020,3 Education,School - Elementary,4
10/05/2020,3 Education,School - Secondary,1
10/05/2020,4 Workplace,Retail,1
10/05/2020,4 Workplace,Workplace - Farm,11
10/05/2020,4 Workplace,Workplace - Other,1
10/05/2020,5 Recreational,Bar/restaurant/nightclub,2
10/05/2020,5 Recreational,Recreational fitness,5
10/06/2020,1 Congregate Care,Hospital,6
10/06/2020,1 Congregate Care,Long-Term Care Home,14
10/06/2020,1 Congregate Care,Retirement Home,5
10/06/2020,2 Congregate Living,Group Home/Supportive Housing,7
10/06/2020,3 Education,Child care,3
10/06/2020,3 Education,School - Elementary,9
10/06/2020,3 Education,School - Elementary/Secondary,1
10/06/2020,3 Education,School - Secondary,2
10/06/2020,4 Workplace,Workplace - Food Processing,1
10/06/2020,4 Workplace,Workplace - Other,7
10/06/2020,5 Recreational,Bar/restaurant/nightclub,1
10/06/2020,5 Recreational,Other recreation,1
10/06/2020,5 Recreational,Recreational fitness,6
10/07/2020,1 Congregate Care,Hospital,5
10/07/2020,1 Congregate Care,Long-Term Care Home,28
10/07/2020,1 Congregate Care,Retirement Home,22
10/07/2020,2 Congregate Living,Group Home/Supportive Housing,7
10/07/2020,2 Congregate Living,Shelter,1
10/07/2020,3 Education,Child care,6
10/07/2020,3 Education,School - Elementary,8
10/07/2020,3 Education,School - Secondary,3
10/07/2020,4 Workplace,Medical/Health Service,2
10/07/2020,4 Workplace,Workplace - Food Processing,1
10/07/2020,4 Workplace,Workplace - Other,4
10/07/2020,5 Recreational,Recreational fitness,10
10/08/2020,1 Congregate Care,Hospital,1
10/08/2020,1 Congregate Care,Long-Term Care Home,17
10/08/2020,1 Congregate Care,Retirement Home,19
10/08/2020,2 Congregate Living,Group Home/Supportive Housing,6
10/08/2020,3 Education,Child care,3
10/08/2020,3 Education,School - Elementary,4
10/08/2020,3 Education,School - Elementary/Secondary,1
10/08/2020,4 Workplace,Medical/Health Service,1
10/08/2020,4 Workplace,Retail,1
10/08/2020,4 Workplace,Workplace - Farm,6
10/08/2020,4 Workplace,Workplace - Food Processing,1
10/08/2020,4 Workplace,Workplace - Other,4
10/08/2020,5 Recreational,Recreational fitness,21
10/09/2020,1 Congregate Care,Hospital,5
10/09/2020,1 Congregate Care,Long-Term Care Home,29
10/09/2020,1 Congregate Care,Retirement Home,18
10/09/2020,2 Congregate Living,Group Home/Supportive Housing,3
10/09/2020,2 Congregate Living,Shelter,1
10/09/2020,3 Education,Child care,2
10/09/2020,3 Education,School - Elementary,4
10/09/2020,3 Education,School - Elementary/Secondary,1
10/09/2020,4 Workplace,Medical/Health Service,2
10/09/2020,4 Workplace,Workplace - Farm,1
10/09/2020,4 Workplace,Workplace - Food Processing,3
10/09/2020,4 Workplace,Workplace - Other,4
10/09/2020,5 Recreational,Recreational fitness,24
10/10/2020,1 Congregate Care,Long-Term Care Home,17
10/10/2020,1 Congregate Care,Retirement Home,4
10/10/2020,2 Congregate Living,Group Home/Supportive Housing,3
10/10/2020,3 Education,Child care,2
10/10/2020,3 Education,School - Elementary,3
10/10/2020,4 Workplace,Medical/Health Service,2
10/10/2020,4 Workplace,Retail,3
10/10/2020,4 Workplace,Workplace - Food Processing,2
10/10/2020,4 Workplace,Workplace - Other,1
10/10/2020,5 Recreational,Recreational fitness,22
10/11/2020,1 Congregate Care,Hospital,4
10/11/2020,1 Congregate Care,Long-Term Care Home,21
10/11/2020,1 Congregate Care,Retirement Home,12
10/11/2020,2 Congregate Living,Congregate other,2
10/11/2020,2 Congregate Living,Group Home/Supportive Housing,6
10/11/2020,2 Congregate Living,Shelter,1
10/11/2020,3 Education,Child care,2
10/11/2020,3 Education,School - Elementary,5
10/11/2020,3 Education,School - Secondary,2
10/11/2020,4 Workplace,Workplace - Food Processing,2
10/11/2020,4 Workplace,Workplace - Other,6
10/11/2020,5 Recreational,Recreational fitness,17
10/12/2020,1 Congregate Care,Hospital,2
10/12/2020,1 Congregate Care,Long-Term Care Home,14
10/12/2020,1 Congregate Care,Retirement Home,10
10/12/2020,2 Congregate Living,Congregate other,1
10/12/2020,2 Congregate Living,Group Home/Supportive Housing,5
10/12/2020,2 Congregate Living,Shelter,1
10/12/2020,3 Education,School - Elementary,7
10/12/2020,3 Education,School - Elementary/Secondary,2
10/12/2020,3 Education,School - Secondary,2
10/12/2020,4 Workplace,Medical/Health Service,1
10/12/2020,4 Workplace,Workplace - Food Processing,3
10/12/2020,4 Workplace,Workplace - Other,3
10/12/2020,5 Recreational,Recreational fitness,12
10/13/2020,1 Congregate Care,Hospital,5
10/13/2020,1 Congregate Care,Long-Term Care Home,34
10/13/2020,1 Congregate Care,Retirement Home,12
10/13/2020,2 Congregate Living,Congregate other,4
10/13/2020,2 Congregate Living,Group Home/Supportive Housing,7
10/13/2020,2 Congregate Living,Shelter,1
10/13/2020,3 Education,Child care,2
10/13/2020,3 Education,School - Elementary,7
10/13/2020,3 Education,School - Elementary/Secondary,2
10/13/2020,3 Education,School - Secondary,2
10/13/2020,4 Workplace,Retail,1
10/13/2020,4 Workplace,Workplace - Food Processing,3
10/13/2020,4 Workplace,Workplace - Other,7
10/13/2020,5 Recreational,Bar/restaurant/nightclub,3
10/13/2020,5 Recreational,Recreational fitness,10
10/14/2020,1 Congregate Care,Hospital,6
10/14/2020,1 Congregate Care,Long-Term Care Home,29
10/14/2020,1 Congregate Care,Retirement Home,8
10/14/2020,2 Congregate Living,Group Home/Supportive Housing,10
10/14/2020,3 Education,Child care,1
10/14/2020,3 Education,School - Elementary,5
10/14/2020,3 Education,School - Elementary/Secondary,1
10/14/2020,3 Education,School - Secondary,3
10/14/2020,4 Workplace,Workplace - Food Processing,2
10/14/2020,4 Workplace,Workplace - Other,4
10/14/2020,5 Recreational,Bar/restaurant/nightclub,1
10/14/2020,5 Recreational,Recreational fitness,9
10/15/2020,1 Congregate Care,Hospital,7
10/15/2020,1 Congregate Care,Long-Term Care Home,23
10/15/2020,1 Congregate Care,Retirement Home,8
10/15/2020,2 Congregate Living,Group Home/Supportive Housing,9
10/15/2020,3 Education,Child care,4
10/15/2020,3 Education,School - Elementary,3
10/15/2020,3 Education,School - Elementary/Secondary,1
10/15/2020,4 Workplace,Workplace - Farm,2
10/15/2020,4 Workplace,Workplace - Other,10
10/15/2020,5 Recreational,Bar/restaurant/nightclub,1
10/15/2020,5 Recreational,Other recreation,1
10/15/2020,5 Recreational,Recreational fitness,5
10/16/2020,1 Congregate Care,Hospital,2
10/16/2020,1 Congregate Care,Long-Term Care Home,60
10/16/2020,1 Congregate Care,Retirement Home,10
10/16/2020,2 Congregate Living,Group Home/Supportive Housing,16
10/16/2020,2 Congregate Living,Shelter,1
10/16/2020,2 Congregate Living,Short-term accommodations,1
10/16/2020,3 Education,Child care,2
10/16/2020,3 Education,School - Elementary,10
10/16/2020,3 Education,School - Elementary/Secondary,1
10/16/2020,3 Education,School - Post-secondary,1
10/16/2020,3 Education,School - Secondary,2
10/16/2020,4 Workplace,Workplace - Farm,1
10/16/2020,4 Workplace,Workplace - Food Processing,1
10/16/2020,4 Workplace,Workplace - Other,9
10/16/2020,5 Recreational,Bar/restaurant/nightclub,3
10/16/2020,5 Recreational,Other recreation,3
10/16/2020,5 Recreational,Recreational fitness,3
10/17/2020,1 Congregate Care,Hospital,1
10/17/2020,1 Congregate Care,Long-Term Care Home,43
10/17/2020,1 Congregate Care,Retirement Home,10
10/17/2020,2 Congregate Living,Correctional Facility,1
10/17/2020,2 Congregate Living,Group Home/Supportive Housing,20
10/17/2020,2 Congregate Living,Shelter,1
10/17/2020,3 Education,Child care,6
10/17/2020,3 Education,School - Elementary,7
10/17/2020,3 Education,School - Secondary,1
10/17/2020,4 Workplace,Workplace - Farm,1
10/17/2020,4 Workplace,Workplace - Food Processing,2
