province,health_region,date_report,cases,cumulative_cases,deaths,cumulative_deaths,numtotal_last14,numdeaths_last14
Nova Scotia,Zone 4 - Central,18-06-2020,0.0,899.0,0.0,57.0,3.0,1.0
Alberta,Central,18-06-2020,0.0,88.0,0.0,1.0,1.0,0.0
Quebec,Mauricie,18-06-2020,3.0,2036.0,0.0,209.0,42.0,5.0
Manitoba,Interlake-Eastern,18-06-2020,0.0,20.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 2 (Saint John area),18-06-2020,0.0,27.0,0.0,0.0,0.0,0.0
Quebec,Laval,18-06-2020,4.0,5702.0,0.0,658.0,172.0,31.0
Quebec,Estrie,18-06-2020,1.0,949.0,0.0,25.0,7.0,0.0
Ontario,Timiskaming,18-06-2020,0.0,16.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 3 (Fredericton area),18-06-2020,0.0,48.0,0.0,0.0,0.0,0.0
Ontario,Windsor-Essex,18-06-2020,6.0,1244.0,0.0,67.0,248.0,1.0
BC,Interior,18-06-2020,1.0,195.0,0.0,2.0,2.0,0.0
Ontario,Lambton,18-06-2020,1.0,279.0,0.0,25.0,13.0,1.0
Quebec,Lanaudière,18-06-2020,1.0,4139.0,1.0,205.0,91.0,11.0
Quebec,Terres-Cries-de-la-Baie-James,18-06-2020,0.0,10.0,0.0,0.0,0.0,0.0
Ontario,Algoma,18-06-2020,0.0,23.0,0.0,0.0,2.0,0.0
Quebec,Saguenay,18-06-2020,0.0,330.0,0.0,26.0,10.0,0.0
NL,Not Reported,18-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nunavik,18-06-2020,0.0,16.0,0.0,0.0,0.0,0.0
Ontario,Renfrew,18-06-2020,0.0,25.0,0.0,1.0,2.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,18-06-2020,0.0,186.0,0.0,9.0,1.0,1.0
Quebec,Nord-du-Québec,18-06-2020,0.0,8.0,0.0,0.0,0.0,0.0
Ontario,Ottawa,18-06-2020,7.0,2043.0,0.0,260.0,58.0,12.0
Saskatchewan,South,18-06-2020,13.0,32.0,0.0,0.0,15.0,0.0
Nova Scotia,Zone 2 - Northern,18-06-2020,0.0,57.0,0.0,0.0,0.0,0.0
Ontario,Grey Bruce,18-06-2020,2.0,104.0,0.0,0.0,7.0,0.0
Ontario,Not Reported,18-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,18-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,18-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Not Reported,18-06-2020,0.0,39.0,0.0,0.0,11.0,0.0
Quebec,Not Reported,18-06-2020,0.0,21.0,0.0,0.0,5.0,0.0
Alberta,Not Reported,18-06-2020,1.0,14.0,0.0,0.0,2.0,0.0
Saskatchewan,Not Reported,18-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
PEI,Prince Edward Island,18-06-2020,0.0,27.0,0.0,0.0,0.0,0.0
Saskatchewan,Saskatoon,18-06-2020,0.0,183.0,0.0,2.0,13.0,0.0
Ontario,Sudbury,18-06-2020,2.0,66.0,0.0,2.0,2.0,0.0
Nunavut,Nunavut,18-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Repatriated,Repatriated,18-06-2020,0.0,13.0,0.0,0.0,0.0,0.0
Ontario,Middlesex-London,18-06-2020,5.0,600.0,0.0,57.0,52.0,1.0
Ontario,Porcupine,18-06-2020,0.0,65.0,0.0,8.0,0.0,1.0
Ontario,Waterloo,18-06-2020,4.0,1225.0,0.0,115.0,83.0,0.0
Ontario,Kingston Frontenac Lennox & Addington,18-06-2020,0.0,63.0,0.0,0.0,0.0,0.0
Ontario,Durham,18-06-2020,3.0,1650.0,0.0,179.0,131.0,4.0
Alberta,South,18-06-2020,3.0,1287.0,0.0,10.0,43.0,1.0
Ontario,York,18-06-2020,14.0,2826.0,0.0,235.0,245.0,18.0
NL,Western,18-06-2020,0.0,4.0,0.0,0.0,0.0,0.0
Quebec,Bas-Saint-Laurent,18-06-2020,0.0,49.0,0.0,2.0,1.0,0.0
Ontario,Halton,18-06-2020,0.0,710.0,0.0,24.0,49.0,0.0
Manitoba,Northern,18-06-2020,0.0,3.0,0.0,0.0,0.0,0.0
Ontario,Thunder Bay,18-06-2020,0.0,89.0,0.0,1.0,6.0,0.0
BC,Northern,18-06-2020,0.0,64.0,0.0,0.0,1.0,0.0
Quebec,Chaudière-Appalaches,18-06-2020,0.0,512.0,0.0,8.0,9.0,0.0
NL,Labrador-Grenfell,18-06-2020,0.0,6.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 6 (Bathurst area),18-06-2020,0.0,1.0,0.0,0.0,0.0,0.0
Canada,Canada,18-06-2020,380.0,101819.0,47.0,8350.0,6621.0,653.0
Quebec,Montérégie,18-06-2020,29.0,7670.0,7.0,555.0,540.0,87.0
Alberta,Edmonton,18-06-2020,23.0,770.0,1.0,14.0,203.0,1.0
Saskatchewan,Far North,18-06-2020,1.0,285.0,0.0,6.0,28.0,2.0
Manitoba,Southern Health,18-06-2020,0.0,34.0,0.0,1.0,0.0,0.0
Ontario,Haliburton Kawartha Pineridge,18-06-2020,2.0,187.0,0.0,32.0,10.0,0.0
Yukon,Yukon,18-06-2020,0.0,11.0,0.0,0.0,0.0,0.0
Ontario,Brant,18-06-2020,0.0,120.0,0.0,4.0,9.0,0.0
Quebec,Capitale-Nationale,18-06-2020,9.0,1783.0,2.0,165.0,153.0,34.0
Ontario,North Bay Parry Sound,18-06-2020,0.0,28.0,0.0,1.0,1.0,0.0
Manitoba,Prairie Mountain,18-06-2020,0.0,26.0,0.0,1.0,0.0,0.0
Ontario,Simcoe Muskoka,18-06-2020,2.0,524.0,0.0,36.0,47.0,0.0
Alberta,Calgary,18-06-2020,17.0,5143.0,0.0,111.0,207.0,4.0
Nova Scotia,Zone 1 - Western,18-06-2020,0.0,52.0,0.0,1.0,0.0,0.0
Quebec,Abitibi-Témiscamingue,18-06-2020,2.0,172.0,0.0,4.0,4.0,0.0
Quebec,Côte-Nord,18-06-2020,0.0,119.0,0.0,0.0,4.0,0.0
Ontario,Hamilton,18-06-2020,9.0,780.0,0.0,42.0,72.0,2.0
Ontario,Northwestern,18-06-2020,0.0,27.0,0.0,0.0,5.0,0.0
Nova Scotia,Not Reported,18-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 1 (Moncton area),19-06-2020,0.0,26.0,0.0,0.0,3.0,0.0
Quebec,Nunavik,19-06-2020,0.0,16.0,0.0,0.0,0.0,0.0
Saskatchewan,Not Reported,19-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Halton,19-06-2020,5.0,715.0,0.0,24.0,49.0,0.0
Yukon,Yukon,19-06-2020,0.0,11.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,19-06-2020,0.0,21.0,0.0,0.0,5.0,0.0
Ontario,Porcupine,19-06-2020,0.0,65.0,0.0,8.0,0.0,1.0
New Brunswick,Zone 7 (Miramichi area),19-06-2020,0.0,2.0,0.0,0.0,0.0,0.0
Ontario,Not Reported,19-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Chaudière-Appalaches,19-06-2020,0.0,512.0,0.0,8.0,8.0,0.0
Alberta,Not Reported,19-06-2020,0.0,14.0,0.0,0.0,2.0,0.0
Alberta,North,19-06-2020,0.0,277.0,0.0,16.0,32.0,0.0
Quebec,Bas-Saint-Laurent,19-06-2020,3.0,52.0,0.0,2.0,4.0,0.0
Ontario,Simcoe Muskoka,19-06-2020,24.0,548.0,0.0,36.0,66.0,0.0
BC,Not Reported,19-06-2020,0.0,39.0,0.0,0.0,11.0,0.0
Manitoba,Winnipeg,19-06-2020,1.0,226.0,0.0,5.0,9.0,0.0
BC,Fraser,19-06-2020,5.0,1439.0,0.0,74.0,111.0,0.0
Nova Scotia,Not Reported,19-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,19-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,19-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 3 - Eastern,19-06-2020,0.0,53.0,0.0,4.0,0.0,0.0
Ontario,Hastings Prince Edward,19-06-2020,0.0,43.0,0.0,5.0,0.0,0.0
Ontario,York,19-06-2020,17.0,2843.0,1.0,236.0,241.0,18.0
Ontario,Thunder Bay,19-06-2020,0.0,89.0,0.0,1.0,6.0,0.0
NL,Not Reported,19-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montérégie,19-06-2020,33.0,7703.0,0.0,555.0,515.0,84.0
Saskatchewan,North,19-06-2020,0.0,111.0,0.0,3.0,0.0,0.0
Ontario,Windsor-Essex,19-06-2020,19.0,1263.0,0.0,67.0,264.0,1.0
Ontario,Peel,19-06-2020,46.0,5678.0,0.0,305.0,581.0,24.0
Ontario,Haldimand-Norfolk,19-06-2020,12.0,430.0,0.0,31.0,41.0,0.0
Nova Scotia,Zone 1 - Western,19-06-2020,0.0,52.0,0.0,1.0,0.0,0.0
NL,Eastern,19-06-2020,0.0,243.0,0.0,3.0,0.0,0.0
Ontario,Eastern,19-06-2020,0.0,162.0,0.0,11.0,12.0,0.0
Ontario,Hamilton,19-06-2020,1.0,781.0,0.0,42.0,54.0,2.0
Canada,Canada,19-06-2020,440.0,102259.0,45.0,8395.0,6379.0,637.0
Ontario,Toronto,19-06-2020,54.0,13715.0,7.0,1009.0,1682.0,119.0
NWT,NWT,19-06-2020,0.0,5.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 5 (Campbellton area),19-06-2020,0.0,52.0,0.0,2.0,24.0,1.0
Manitoba,Prairie Mountain,19-06-2020,0.0,26.0,0.0,1.0,0.0,0.0
Ontario,Chatham-Kent,19-06-2020,1.0,157.0,0.0,1.0,9.0,0.0
Quebec,Outaouais,19-06-2020,0.0,576.0,0.0,33.0,28.0,8.0
NL,Labrador-Grenfell,19-06-2020,0.0,6.0,0.0,0.0,0.0,0.0
Quebec,Laurentides,19-06-2020,29.0,3261.0,1.0,175.0,223.0,25.0
Quebec,Capitale-Nationale,19-06-2020,14.0,1797.0,1.0,166.0,139.0,31.0
Alberta,Edmonton,19-06-2020,24.0,794.0,0.0,14.0,220.0,1.0
Saskatchewan,Far North,19-06-2020,7.0,292.0,0.0,6.0,34.0,2.0
Ontario,Haliburton Kawartha Pineridge,19-06-2020,0.0,187.0,0.0,32.0,7.0,0.0
Ontario,Brant,19-06-2020,0.0,120.0,0.0,4.0,9.0,0.0
Ontario,Grey Bruce,19-06-2020,0.0,104.0,0.0,0.0,6.0,0.0
Quebec,Nord-du-Québec,19-06-2020,0.0,8.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 2 (Saint John area),19-06-2020,0.0,27.0,0.0,0.0,0.0,0.0
Saskatchewan,Regina,19-06-2020,0.0,80.0,0.0,1.0,0.0,0.0
Ontario,Renfrew,19-06-2020,0.0,25.0,0.0,1.0,2.0,0.0
Saskatchewan,Saskatoon,19-06-2020,1.0,184.0,0.0,2.0,14.0,0.0
Ontario,Niagara,19-06-2020,2.0,735.0,0.0,61.0,28.0,0.0
Ontario,Peterborough,19-06-2020,0.0,93.0,0.0,2.0,3.0,0.0
Nunavut,Nunavut,19-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Repatriated,Repatriated,19-06-2020,0.0,13.0,0.0,0.0,0.0,0.0
Ontario,Waterloo,19-06-2020,3.0,1228.0,0.0,115.0,76.0,0.0
BC,Vancouver Coastal,19-06-2020,2.0,921.0,0.0,87.0,35.0,1.0
PEI,Prince Edward Island,19-06-2020,0.0,27.0,0.0,0.0,0.0,0.0
Quebec,Laval,19-06-2020,14.0,5716.0,2.0,660.0,166.0,27.0
Nova Scotia,Zone 4 - Central,19-06-2020,0.0,899.0,0.0,57.0,3.0,1.0
Saskatchewan,Central,19-06-2020,0.0,12.0,0.0,1.0,0.0,0.0
Alberta,Central,19-06-2020,1.0,89.0,0.0,1.0,2.0,0.0
Quebec,Estrie,19-06-2020,4.0,953.0,0.0,25.0,11.0,0.0
New Brunswick,Zone 3 (Fredericton area),19-06-2020,0.0,48.0,0.0,0.0,0.0,0.0
Ontario,Leeds Grenville and Lanark,19-06-2020,0.0,352.0,0.0,52.0,1.0,2.0
Ontario,Timiskaming,19-06-2020,0.0,16.0,0.0,0.0,0.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,19-06-2020,1.0,187.0,0.0,9.0,2.0,1.0
New Brunswick,Zone 4 (Edmundston area),19-06-2020,0.0,7.0,0.0,0.0,0.0,0.0
Quebec,Saguenay,19-06-2020,0.0,330.0,0.0,26.0,10.0,0.0
Ontario,Ottawa,19-06-2020,6.0,2049.0,0.0,260.0,57.0,12.0
NL,Central,19-06-2020,0.0,8.0,0.0,0.0,0.0,0.0
Quebec,Abitibi-Témiscamingue,19-06-2020,0.0,172.0,0.0,4.0,4.0,0.0
NL,Western,19-06-2020,0.0,4.0,0.0,0.0,0.0,0.0
Ontario,North Bay Parry Sound,19-06-2020,0.0,28.0,0.0,1.0,1.0,0.0
BC,Interior,19-06-2020,0.0,195.0,0.0,2.0,2.0,0.0
Ontario,Durham,19-06-2020,9.0,1659.0,1.0,180.0,101.0,4.0
Ontario,Algoma,19-06-2020,1.0,24.0,0.0,0.0,3.0,0.0
Quebec,Lanaudière,19-06-2020,2.0,4141.0,0.0,205.0,87.0,9.0
Ontario,Lambton,19-06-2020,2.0,281.0,0.0,25.0,14.0,1.0
BC,Northern,19-06-2020,0.0,64.0,0.0,0.0,1.0,0.0
Manitoba,Southern Health,19-06-2020,2.0,36.0,0.0,1.0,2.0,0.0
Manitoba,Northern,19-06-2020,0.0,3.0,0.0,0.0,0.0,0.0
BC,Island,19-06-2020,0.0,130.0,0.0,5.0,0.0,0.0
Ontario,Wellington Dufferin Guelph,19-06-2020,1.0,442.0,1.0,36.0,47.0,1.0
Ontario,Middlesex-London,19-06-2020,3.0,603.0,0.0,57.0,54.0,1.0
Quebec,Terres-Cries-de-la-Baie-James,19-06-2020,0.0,10.0,0.0,0.0,0.0,0.0
Quebec,Côte-Nord,19-06-2020,0.0,119.0,0.0,0.0,4.0,0.0
New Brunswick,Zone 6 (Bathurst area),19-06-2020,0.0,1.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,19-06-2020,0.0,57.0,0.0,0.0,0.0,0.0
Saskatchewan,South,19-06-2020,0.0,32.0,0.0,0.0,15.0,0.0
Quebec,Montréal,19-06-2020,64.0,26937.0,31.0,3298.0,912.0,251.0
Manitoba,Interlake-Eastern,19-06-2020,0.0,20.0,0.0,0.0,0.0,0.0
Alberta,South,19-06-2020,1.0,1288.0,0.0,10.0,44.0,1.0
Alberta,Calgary,19-06-2020,20.0,5163.0,0.0,111.0,227.0,4.0
Ontario,Southwestern,19-06-2020,0.0,82.0,0.0,4.0,7.0,0.0
Ontario,Northwestern,19-06-2020,3.0,30.0,0.0,0.0,8.0,0.0
Quebec,Mauricie,19-06-2020,3.0,2039.0,0.0,209.0,36.0,4.0
Ontario,Sudbury,19-06-2020,0.0,66.0,0.0,2.0,2.0,0.0
Ontario,Kingston Frontenac Lennox & Addington,19-06-2020,0.0,63.0,0.0,0.0,0.0,0.0
Ontario,Huron Perth,19-06-2020,0.0,57.0,0.0,5.0,3.0,0.0
Ontario,Eastern,20-06-2020,0.0,162.0,0.0,11.0,12.0,0.0
NWT,NWT,20-06-2020,0.0,5.0,0.0,0.0,0.0,0.0
NL,Eastern,20-06-2020,0.0,243.0,0.0,3.0,0.0,0.0
Ontario,Middlesex-London,20-06-2020,0.0,603.0,0.0,57.0,50.0,1.0
Ontario,Huron Perth,20-06-2020,0.0,57.0,0.0,5.0,3.0,0.0
PEI,Prince Edward Island,20-06-2020,0.0,27.0,0.0,0.0,0.0,0.0
Quebec,Côte-Nord,20-06-2020,0.0,119.0,0.0,0.0,4.0,0.0
Ontario,Grey Bruce,20-06-2020,2.0,106.0,0.0,0.0,7.0,0.0
Nova Scotia,Zone 1 - Western,20-06-2020,0.0,52.0,0.0,1.0,0.0,0.0
New Brunswick,Zone 4 (Edmundston area),20-06-2020,0.0,7.0,0.0,0.0,0.0,0.0
Ontario,York,20-06-2020,10.0,2853.0,0.0,236.0,236.0,17.0
Ontario,Peterborough,20-06-2020,2.0,95.0,0.0,2.0,5.0,0.0
Ontario,Simcoe Muskoka,20-06-2020,0.0,548.0,0.0,36.0,66.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,20-06-2020,0.0,187.0,0.0,9.0,2.0,1.0
New Brunswick,Zone 6 (Bathurst area),20-06-2020,0.0,1.0,0.0,0.0,0.0,0.0
Ontario,Windsor-Essex,20-06-2020,27.0,1290.0,1.0,68.0,281.0,1.0
Ontario,Brant,20-06-2020,1.0,121.0,0.0,4.0,9.0,0.0
Ontario,Porcupine,20-06-2020,0.0,65.0,0.0,8.0,0.0,1.0
Alberta,South,20-06-2020,0.0,1288.0,0.0,10.0,41.0,1.0
Saskatchewan,Not Reported,20-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,South,20-06-2020,2.0,34.0,0.0,0.0,17.0,0.0
BC,Interior,20-06-2020,0.0,195.0,0.0,2.0,2.0,0.0
Ontario,Timiskaming,20-06-2020,0.0,16.0,0.0,0.0,0.0,0.0
Alberta,Calgary,20-06-2020,19.0,5182.0,0.0,111.0,229.0,4.0
Ontario,Ottawa,20-06-2020,5.0,2054.0,0.0,260.0,56.0,9.0
NL,Labrador-Grenfell,20-06-2020,0.0,6.0,0.0,0.0,0.0,0.0
Ontario,Algoma,20-06-2020,0.0,24.0,0.0,0.0,3.0,0.0
Ontario,Renfrew,20-06-2020,0.0,25.0,0.0,1.0,1.0,0.0
Quebec,Mauricie,20-06-2020,1.0,2040.0,0.0,209.0,31.0,4.0
Ontario,Lambton,20-06-2020,0.0,281.0,0.0,25.0,14.0,1.0
Alberta,Not Reported,20-06-2020,0.0,14.0,0.0,0.0,2.0,0.0
New Brunswick,Zone 1 (Moncton area),20-06-2020,0.0,26.0,0.0,0.0,3.0,0.0
BC,Not Reported,20-06-2020,0.0,39.0,0.0,0.0,11.0,0.0
Manitoba,Not Reported,20-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,20-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,20-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,20-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Not Reported,20-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,20-06-2020,0.0,21.0,0.0,0.0,4.0,0.0
New Brunswick,Zone 3 (Fredericton area),20-06-2020,0.0,48.0,0.0,0.0,0.0,0.0
Quebec,Laurentides,20-06-2020,20.0,3281.0,3.0,178.0,213.0,28.0
BC,Fraser,20-06-2020,0.0,1439.0,0.0,74.0,111.0,0.0
Yukon,Yukon,20-06-2020,0.0,11.0,0.0,0.0,0.0,0.0
Quebec,Saguenay,20-06-2020,0.0,330.0,0.0,26.0,10.0,0.0
Saskatchewan,Regina,20-06-2020,0.0,80.0,0.0,1.0,0.0,0.0
Quebec,Lanaudière,20-06-2020,6.0,4147.0,0.0,205.0,83.0,9.0
Ontario,Toronto,20-06-2020,53.0,13768.0,25.0,1034.0,1592.0,113.0
Ontario,Durham,20-06-2020,6.0,1665.0,0.0,180.0,103.0,3.0
Quebec,Nunavik,20-06-2020,0.0,16.0,0.0,0.0,0.0,0.0
Ontario,Chatham-Kent,20-06-2020,0.0,157.0,0.0,1.0,9.0,0.0
Ontario,Sudbury,20-06-2020,0.0,66.0,0.0,2.0,2.0,0.0
Manitoba,Southern Health,20-06-2020,1.0,37.0,0.0,1.0,3.0,0.0
Ontario,Thunder Bay,20-06-2020,0.0,89.0,0.0,1.0,6.0,0.0
Quebec,Bas-Saint-Laurent,20-06-2020,1.0,53.0,0.0,2.0,5.0,0.0
Quebec,Outaouais,20-06-2020,0.0,576.0,0.0,33.0,26.0,7.0
Ontario,Southwestern,20-06-2020,0.0,82.0,0.0,4.0,7.0,0.0
Ontario,Halton,20-06-2020,0.0,715.0,1.0,25.0,48.0,1.0
Ontario,Haliburton Kawartha Pineridge,20-06-2020,0.0,187.0,0.0,32.0,6.0,0.0
Nunavut,Nunavut,20-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Northwestern,20-06-2020,0.0,30.0,0.0,0.0,8.0,0.0
Saskatchewan,Far North,20-06-2020,7.0,299.0,0.0,6.0,40.0,2.0
Repatriated,Repatriated,20-06-2020,0.0,13.0,0.0,0.0,0.0,0.0
Ontario,Kingston Frontenac Lennox & Addington,20-06-2020,0.0,63.0,0.0,0.0,0.0,0.0
Quebec,Capitale-Nationale,20-06-2020,5.0,1802.0,4.0,170.0,129.0,30.0
Ontario,North Bay Parry Sound,20-06-2020,0.0,28.0,0.0,1.0,1.0,0.0
Quebec,Montérégie,20-06-2020,20.0,7723.0,2.0,557.0,490.0,74.0
Quebec,Nord-du-Québec,20-06-2020,0.0,8.0,0.0,0.0,0.0,0.0
Ontario,Leeds Grenville and Lanark,20-06-2020,0.0,352.0,0.0,52.0,1.0,2.0
Quebec,Abitibi-Témiscamingue,20-06-2020,0.0,172.0,0.0,4.0,4.0,0.0
Ontario,Hamilton,20-06-2020,10.0,791.0,0.0,42.0,64.0,2.0
Quebec,Chaudière-Appalaches,20-06-2020,0.0,512.0,0.0,8.0,6.0,0.0
Saskatchewan,Saskatoon,20-06-2020,1.0,185.0,0.0,2.0,15.0,0.0
Ontario,Waterloo,20-06-2020,0.0,1228.0,0.0,115.0,63.0,0.0
Quebec,Estrie,20-06-2020,0.0,953.0,1.0,26.0,11.0,1.0
Alberta,North,20-06-2020,0.0,277.0,0.0,16.0,32.0,0.0
New Brunswick,Zone 7 (Miramichi area),20-06-2020,0.0,2.0,0.0,0.0,0.0,0.0
NL,Western,20-06-2020,0.0,4.0,0.0,0.0,0.0,0.0
Alberta,Central,20-06-2020,0.0,89.0,0.0,1.0,2.0,0.0
NL,Central,20-06-2020,0.0,8.0,0.0,0.0,0.0,0.0
Manitoba,Winnipeg,20-06-2020,1.0,227.0,0.0,5.0,10.0,0.0
Nova Scotia,Zone 3 - Eastern,20-06-2020,0.0,53.0,0.0,4.0,0.0,0.0
Manitoba,Interlake-Eastern,20-06-2020,0.0,20.0,0.0,0.0,0.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,20-06-2020,0.0,10.0,0.0,0.0,0.0,0.0
Ontario,Wellington Dufferin Guelph,20-06-2020,0.0,442.0,0.0,36.0,47.0,1.0
Ontario,Haldimand-Norfolk,20-06-2020,11.0,441.0,0.0,31.0,49.0,0.0
BC,Island,20-06-2020,0.0,130.0,0.0,5.0,0.0,0.0
BC,Vancouver Coastal,20-06-2020,0.0,921.0,0.0,87.0,35.0,1.0
Quebec,Laval,20-06-2020,7.0,5723.0,0.0,660.0,154.0,25.0
Ontario,Niagara,20-06-2020,2.0,737.0,0.0,61.0,24.0,0.0
Nova Scotia,Zone 2 - Northern,20-06-2020,0.0,57.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 2 (Saint John area),20-06-2020,0.0,27.0,0.0,0.0,0.0,0.0
Alberta,Edmonton,20-06-2020,29.0,823.0,0.0,14.0,229.0,1.0
Ontario,Peel,20-06-2020,52.0,5730.0,0.0,305.0,591.0,24.0
Canada,Canada,20-06-2020,366.0,102625.0,60.0,8455.0,6226.0,625.0
Nova Scotia,Zone 4 - Central,20-06-2020,0.0,899.0,0.0,57.0,3.0,1.0
Saskatchewan,North,20-06-2020,0.0,111.0,0.0,3.0,0.0,0.0
Saskatchewan,Central,20-06-2020,0.0,12.0,0.0,1.0,0.0,0.0
BC,Northern,20-06-2020,0.0,64.0,0.0,0.0,1.0,0.0
Ontario,Hastings Prince Edward,20-06-2020,0.0,43.0,0.0,5.0,0.0,0.0
New Brunswick,Zone 5 (Campbellton area),20-06-2020,1.0,53.0,0.0,2.0,25.0,1.0
Quebec,Montréal,20-06-2020,64.0,27001.0,23.0,3321.0,879.0,259.0
Manitoba,Prairie Mountain,20-06-2020,0.0,26.0,0.0,1.0,0.0,0.0
Manitoba,Northern,20-06-2020,0.0,3.0,0.0,0.0,0.0,0.0
Ontario,Hastings Prince Edward,21-06-2020,0.0,43.0,0.0,5.0,0.0,0.0
Nunavut,Nunavut,21-06-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Durham,21-06-2020,2.0,1667.0,0.0,180.0,91.0,3.0
NL,Western,21-06-2020,0.0,4.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 7 (Miramichi area),21-06-2020,0.0,2.0,0.0,0.0,0.0,0.0
Ontario,Northwestern,21-06-2020,0.0,30.0,0.0,0.0,8.0,0.0
Quebec,Nunavik,21-06-2020,0.0,16.0,0.0,0.0,0.0,0.0
Ontario,Porcupine,21-06-2020,1.0,66.0,0.0,8.0,1.0,1.0
BC,Island,21-06-2020,0.0,130.0,0.0,5.0,0.0,0.0
Quebec,Mauricie,21-06-2020,0.0,2040.0,0.0,209.0,27.0,4.0
Canada,Canada,21-06-2020,298.0,102923.0,14.0,8469.0,5824.0,612.0
Ontario,Peel,21-06-2020,37.0,5767.0,0.0,305.0,563.0,15.0
BC,Vancouver Coastal,21-06-2020,0.0,921.0,0.0,87.0,35.0,1.0
Ontario,Halton,21-06-2020,1.0,716.0,0.0,25.0,46.0,1.0
Ontario,Simcoe Muskoka,21-06-2020,0.0,548.0,0.0,36.0,66.0,0.0
Ontario,Haliburton Kawartha Pineridge,21-06-2020,2.0,189.0,0.0,32.0,8.0,0.0
BC,Fraser,21-06-2020,0.0,1439.0,0.0,74.0,111.0,0.0
Ontario,Peterborough,21-06-2020,0.0,95.0,0.0,2.0,5.0,0.0
Ontario,Toronto,21-06-2020,88.0,13856.0,5.0,1039.0,1318.0,111.0
BC,Northern,21-06-2020,0.0,64.0,0.0,0.0,1.0,0.0
New Brunswick,Zone 4 (Edmundston area),21-06-2020,0.0,7.0,0.0,0.0,0.0,0.0
NL,Eastern,21-06-2020,0.0,243.0,0.0,3.0,0.0,0.0
Ontario,Eastern,21-06-2020,1.0,163.0,0.0,11.0,13.0,0.0
Manitoba,Winnipeg,21-06-2020,0.0,227.0,0.0,5.0,10.0,0.0
Quebec,Lanaudière,21-06-2020,1.0,4148.0,0.0,205.0,72.0,8.0
Saskatchewan,Regina,21-06-2020,0.0,80.0,0.0,1.0,0.0,0.0
Ontario,Waterloo,21-06-2020,0.0,1228.0,0.0,115.0,63.0,0.0
Saskatchewan,Central,21-06-2020,0.0,12.0,0.0,1.0,0.0,0.0
Quebec,Laurentides,21-06-2020,18.0,3299.0,0.0,178.0,212.0,28.0
New Brunswick,Zone 3 (Fredericton area),21-06-2020,0.0,48.0,0.0,0.0,0.0,0.0
Alberta,Central,21-06-2020,0.0,89.0,0.0,1.0,2.0,0.0
Ontario,Haldimand-Norfolk,21-06-2020,3.0,444.0,0.0,31.0,49.0,0.0
Ontario,Lambton,21-06-2020,4.0,285.0,0.0,25.0,17.0,0.0
Saskatchewan,Far North,21-06-2020,2.0,301.0,0.0,6.0,42.0,2.0
Ontario,York,21-06-2020,4.0,2857.0,0.0,236.0,229.0,16.0
NL,Central,21-06-2020,0.0,8.0,0.0,0.0,0.0,0.0
Ontario,Southwestern,21-06-2020,0.0,82.0,0.0,4.0,7.0,0.0
Quebec,Estrie,21-06-2020,3.0,956.0,0.0,26.0,14.0,1.0
Manitoba,Prairie Mountain,21-06-2020,0.0,26.0,0.0,1.0,0.0,0.0
